RepGaramendi,1320833687924080640,2020-10-26 21:04:25,"RT @cheddar: .@RepGaramendi: ""If we move to solve the climate crisis, we will create millions of new jobs in America, and if we couple that…"
RepGaramendi,1320820336770883584,2020-10-26 20:11:22,"Today I spoke with a second grade class at Williams Elementary School about the role of government, what I do in Congress, and their costumes for the upcoming Halloween weekend. I thank the students and their teacher for hosting me today. https://t.co/Hhiic7XlpZ"
RepGaramendi,1320769147035217921,2020-10-26 16:47:58,"225,000 Americans are dead and the U.S. just experienced the single largest weekly rise in cases since the pandemic began. We need to work together to stop the spread of the virus instead of ignoring the problem. https://t.co/iVlORaGzQs"
RepGaramendi,1320757188210561024,2020-10-26 16:00:26,"RT @cheddar: Today on #CheddarCapital 🇺🇸

➡️ @RepGaramendi (D-CA)
➡️ @rokumar1918, Sen. McConnell's fmr. dep. chief of staff
➡️ @DeniseEZhe…"
RepGaramendi,1320744218864848896,2020-10-26 15:08:54,"If you are voting from home this year, make sure you return your ballot as soon as possible. Click here to learn more about how to return your ballot: https://t.co/Exq05O5jqS."
RepGaramendi,1320092163510734848,2020-10-24 19:57:52,"RT @CNNnewsroom: “He’s playing a horribly dangerous game, bringing into doubt the sanctity of the American election,” Democratic Rep. John…"
RepGaramendi,1320045154766471168,2020-10-24 16:51:04,"I joined Fredricka Whitfield on CNN to discuss the COVID-19 pandemic, the Presidential election, and the ongoing stimulus negotiations between the White House and Congress. You can watch our full discussion below: https://t.co/ErR3AiJVyx"
RepGaramendi,1320038924543164417,2020-10-24 16:26:19,"RT @peterbakernyt: Trump, Thursday: ""We are rounding the corner.""

News, Friday: More than 85,000 new cases of the virus were reported acro…"
RepGaramendi,1320038639779237889,2020-10-24 16:25:11,I’m joining @FWhitfield on @CNN now to discuss the Presidential election and other news of the day.
RepGaramendi,1316087003486715904,2020-10-13 18:42:48,"Good luck to Vacaville native 
@goooose15 as he makes his first career #NLCS start today. Your community is proud of you and wishing you the best of luck!"
RepGaramendi,1315734876054671360,2020-10-12 19:23:34,RT @CAgovernor: LIVE NOW: Governor @GavinNewsom provides an update on the state’s response to wildfires and the #COVID19 pandemic. https://…
RepGaramendi,1315682433589669889,2020-10-12 15:55:11,RT @AlzNorCalNorNev: Thank you @RepGaramendi for your recognition of the impact #COVID19 is having on families who are impacted by #Alzheim…
