reptimmons,1314599945295532032,2020-10-09 16:13:45,My thoughts on COVID-19 relief negotiations ⤵️ https://t.co/uAgEUo70JB
reptimmons,1312017907237498885,2020-10-02 13:13:39,Wishing President @realDonaldTrump and First Lady @MELANIATRUMP a full and speedy recovery. We are keeping them and all our fellow Americans fighting Covid-19 in our prayers.
reptimmons,1309286133818445831,2020-09-25 00:18:34,"RT @Molly_Spearman: Over 36,000 South Carolinians made their voices heard on SC's student testing waiver. 93% support a 1 yr. exemption fro…"
reptimmons,1307099552336543745,2020-09-18 23:29:52,"RT @HouseGOP: Wishing a happy, healthy and sweet New Year to all those celebrating #RoshHashanah tonight. Shanah Tovah! https://t.co/OvjE9e…"
reptimmons,1305612502017945600,2020-09-14 21:00:52,"The violence and mob rule in parts of our country took a dark turn this weekend when two LA County sheriff's deputies were shot in an ambush-style attack. Protesters blocked the entrance to the hospital where the two were taken, chanting “we hope they die” and “death to police.”"
reptimmons,1304170963270021124,2020-09-10 21:32:42,"Senate Democrats just blocked critical COVID-19 relief legislation to help Americans still battling COVID-19. They voted against hundreds of billions of dollars to help kids safely return to school, increase testing, enhance unemployment insurance, and continue the #PPP."
reptimmons,1304161496453263360,2020-09-10 20:55:05,RT @ModernizeCmte: The @congressfdn released a new report addressing how #COVID19 is impacting Congress to effectively communicate w/ the A…
reptimmons,1301888496903299073,2020-09-04 14:23:00,"RT @scdhec: There are special testing events happening today and tomorrow in Anderson, Bamberg, Barnwell, Beaufort, Cherokee, Georgetown, G…"
reptimmons,1300979823918145536,2020-09-02 02:12:15,"I thought we had seen it all this year, but now the Mayor of DC wants to remove the Washington Monument, and the Speaker of the House broke into a hair salon while her state was still on lockdown. Is it 2021 yet?"
reptimmons,1299732596876873729,2020-08-29 15:36:13,"Every day, America loses 20 veterans to suicide. The Veterans Mental Health Care Improvement Act would help our veterans get the mental health care they need and already passed the Senate unanimously. But House Democrats have failed to hold a vote on this important legislation."
reptimmons,1298414251669946369,2020-08-26 00:17:35,"The Africa region is certified wild polio-free! Now 90% of the world’s population – are free of the wild poliovirus. Learn how @Rotary, @ShotAtLife, @CDCgov, @USAID, and partners make it happen: https://t.co/9tlQTkIpBR https://t.co/M5uyujbboZ #EndPolio"
reptimmons,1295475516141645828,2020-08-17 21:40:06,"Recently, we have been seeing a decline in COVID-19 cases in the Upstate and across South Carolina. Let’s keep taking the necessary precautions to keep our loved ones and neighbors safe and healthy, and continue working to beat this virus."
reptimmons,1292923922120417282,2020-08-10 20:40:59,Our district team attended an event this morning with Connect Spartanburg and @srfoundation announcing a $4.4 million federal grant to reduce teen pregnancy. This funding will allow them to continue the valuable work they do to improve the health and well-being of young people. https://t.co/mzscu9s9cm
reptimmons,1291781027795435520,2020-08-07 16:59:31,"In July, the economy added 1.763 million jobs, bringing the unemployment rate down to 10.2% from its high of 14.7% in April. While things are continuing to move in the right direction, we still have work to do to fight the virus and rebuild the greatest economy in the world. https://t.co/kAPtH7uzti"
reptimmons,1291481448147562498,2020-08-06 21:09:06,RT @ModernizeCmte: #COVID19 put a spotlight on the changes needed for Congress to work effectively and efficiently for the American people.…
reptimmons,1291025643753353216,2020-08-05 14:57:54,RT @SpartanChamber: We've partnered with with Luxor Scientific to offer  businesses employees’ COVID-19 test results guaranteed within 48 h…
reptimmons,1282055463526445060,2020-07-11 20:53:36,"In case you missed it — Our latest newsletter is out with an update on COVID-19 testing locations in the Upstate. Click below to review the updates, and make sure to join our email list to get the latest news directly in your inbox! https://t.co/OseOxqXX2m"
reptimmons,1281625398825103360,2020-07-10 16:24:41,"Two local businesses in Spartanburg have joined forces to make and sell face masks. They are also donating masks to the medical community in our area. Thank you to Amy, Karen, and all their volunteers!
 
https://t.co/z8Ius4BW3p"
reptimmons,1281624945525755904,2020-07-10 16:22:53,RT @GennaContino: .@SptbgRegional will be holding no-cost #COVIDー19 testing July 16 and 17 from 9 a.m. to 4 p.m. near Pelham Medical Center…
reptimmons,1280976024923262976,2020-07-08 21:24:18,"On July 13 from 2pm-7pm and July 14 from 9am-2pm, there will be no cost COVID-19 testing at Macedonia Missionary Baptist Church in Spartanburg. Walk-up and drive-through options will be available, and no symptoms or doctor referral will be required."
reptimmons,1280562077694861313,2020-07-07 17:59:25,"These grants will assist area businesses who have been impacted by COVID-19 with reopening and continued operations. For more information and to apply, please visit https://t.co/Df1glyZ12O."
reptimmons,1280562076038107137,2020-07-07 17:59:25,"Federal CARES Act funds are being distributed across the country, including to Greenville County. The County will be providing much-needed aid to businesses, non-profits, public health outlets, housing authorities, and other agencies, including $75 million for small businesses. https://t.co/s9tIcFsod0"
reptimmons,1280259349781327872,2020-07-06 21:56:29,".@ghs_org Greer Memorial Hospital will be offering drive-through COVID-19 testing from 9am-2pm under the ER Ambulance Portico. You will need a provider order, which can be from your doctor, or through the Prisma Health Virtual visit platform on https://t.co/PzY64JgfFe."
reptimmons,1276573232636858368,2020-06-26 17:49:10,"#SC04 - @BloodConnection in the Upstate needs our help.
 
Convalescent blood plasma is running low. If you or someone you know has recovered from COVID-19, your blood plasma can help treat critically-ill patients in our area. More information here: https://t.co/SSCtGe2uRw"
reptimmons,1268316681845133313,2020-06-03 23:00:35,"I am pleased to announce that Greenville County will be receiving a $1,935,622 federal grant as part of the bipartisan CARES Act to support homeless families and individuals affected by COVID-19. This will help ensure no person experiencing homelessness in SC is left behind."
reptimmons,1267464312618201089,2020-06-01 14:33:35,"RT @scdhec: There are COVID-19 pop-up testing clinics happening TODAY in Colleton, Charleston, Horry, Fairfield, Florence and Greenville co…"
reptimmons,1265657968902705153,2020-05-27 14:55:49,"RT @scdhec: REMINDER: There are several pop-up COVID-19 testing clinics happening TODAY statewide. For a full list of clinics, please visit…"
reptimmons,1265401618176016390,2020-05-26 21:57:10,".@scdhec will have several COVID-19 mobile testing clinics in Greenville and Spartanburg counties this week. Tests will be provided at no charge. For more information and to find the location in your county, visit:
https://t.co/9ceox2XTHZ"
reptimmons,1263952158682238983,2020-05-22 21:57:32,Millions will get their Economic Impact Payment as prepaid debit cards. These cards are secure and easy to use. They work just like a regular prepaid Visa debit card. #COVIDreliefIRS #IRS https://t.co/t82WNmvTqG
