,Tweet
0,"Hawley told @SohrabAhmari Justice Barrett ""should not have to apologize for her record. It’s OK to nominate someone who is openly pro-life. It’s OK to nominate a judge who has been critical of Roe.""

With her confirmation, conservatives are winning again! https://t.co/mnXCJYQ1GJ"
1,"If you want to know what it’s like to live in a modern-day aristocracy, just open your eyes.

With Big Tech we have a tiny group of unelected people who control what we’re allowed to say, what we’re allowed to share, who’s allowed to report on what. https://t.co/02exEaFbu0"
2,"Earlier this year Hawley set down a hard mark: The next nominee had to be one who saw Roe as wrongly decided.

“I felt it was important to set a marker and give a voice” to Republican court voters, Americans who are overwhelmingly “religious conservatives” https://t.co/mnXCJYQ1GJ"
3,"RT @SohrabAhmari: Two men deserve credit for the happy ACB outcome. Foremost, of course, is the one who nominated her, President Trump. But…"
4,"Senator Josh Hawley disagreed with opponents of #Section230 reform who say the right is simply trying to work the referees of the information age.

“The point is, there shouldn’t be refs."" https://t.co/jueqU5j23w"
5,"Make no mistake. The Democrats' agenda is to pack the court, pack the Senate, and to rig our democracy just like they rigged our economy under Obama-Biden who shipped all of our jobs overseas. https://t.co/JtXCSpcQGR"
6,"For those who have fought for so long and voted for so long for Republicans on the basis that they would appoint pro-constitution, pro-religious liberty, pro-life justices to the Supreme Court. This is a big moment.

The country is getting a stellar Supreme Court justice. https://t.co/xvGQEXB50W"
7,RT @SohrabAhmari: Practically none of the conservative tech “experts” whose salaries are paid by supposedly conservative institutions actua…
8,"Increases in isolation, anxiety, and despair due to the pandemic may be contributing to surges in drug addiction

Hawley is urging @HHSGov to use resources provided by CARES to address the unique mental health needs of this crisis #WorldMentalHealthDay https://t.co/x2kT8UupwX"
9,"Will @SenSchumer and @SenateDems reject attacks from its own senators on the faith of Judge Amy Coney Barrett?

Our Constitution bans religious tests. Democrats’ offensive &amp; wholly inappropriate attacks must not be repeated in this confirmation process. https://t.co/yNmeQcbChR"
10,"Increases in social isolation, anxiety, and despair due to the pandemic may be contributing to surges in drug addiction Hawley is calling on @SecAzar to use resources from CARES to address the unique mental health needs during this public health emergency https://t.co/i1vwQimdcq"
11,"Sen. Hawley is calling on Democrats to refrain from criticizing Supreme Court nominee Amy Coney Barrett on the basis of her Catholicism.

""Democrats’ offensive and wholly inappropriate attacks must not be repeated in this confirmation process.” https://t.co/yNmeQbU0Th"
12,"Will @SenSchumer and @SenateDems reject attacks from its own senators on the faith of Judge Amy Coney Barrett?

Our Constitution bans religious tests. Democrats’ offensive &amp; wholly inappropriate attacks must not be repeated in this confirmation process. https://t.co/iZJnWASHnq"
13,"""On further relief,"" Hawley told @newspressnow, ""I think we ought to focus on getting people back to work and helping working families who’ve got kids at home due to COVID. That’s what I would do. But right now the Democrats say, 'No ball.'"" https://t.co/KjAcin8fVj"
14,"We are 40 days from a general election. But there are a group of people who seem intent on influencing the people's choice, on manipulating it, on shaping it according to their own preferences.

It's not China. Not Russia. Not even Iran.

No, we're talking about Big Tech. https://t.co/6SYXdkMgH6"
15,"Senator Hawley's request to @HHSgov is about making sure that federal resources are available ""to ensure that Americans are able to deal with this bewildering and disorienting crisis without the collateral damage of mental health and substance abuse..."" https://t.co/x2kT8UupwX"
16,RT @KelliAFord: .@NewsPressNow: @HawleyMO provides a voice of reason that’s sometimes lacking in the debate over the #coronavirus: the need…
17,"Democrats are saying they will pack courts and conduct impeachment hearings to stop our president from carrying out his constitutional privilege and responsibility

The same people who have encouraged rioters and looters now threaten to burn down the Constitution https://t.co/g0qX3uud2f"
18,"Two months ago, Senator Hawley pledged to vote only for #SCOTUS nominees who understand and acknowledge that Roe was wrongly decided.

""I stand by that commitment, and I call on my fellow Republican senators to take the same stand."" https://t.co/CYI0yGnrak"
19,"Sen. Hawley told @foxandfriends that it's time to confirm pro-constitution, pro-life justices to the bench

""We need a strong, tough conservative. Someone who understands that Roe was wrongly decided. Someone who's going to stand up for the 2nd Amendment, for religious liberty."" https://t.co/ALbbJ7c3Nq"
20,"RT @HawleyMO: Two months ago, I pledged to vote only for #SCOTUS nominees who understand and acknowledge that Roe was wrongly decided. I st…"
21,"Sen. Hawley has written a letter to @SecAzar, calling on HHS to deploy more of the $425 million that Congress appropriated to the agency to boost mental health and substance abuse treatment services during the pandemic. https://t.co/X1I91lAX4x"
22,"Sen. Hawley has been steady in his call to help working families. The return of the school year only makes it more urgent.

The Helping Parents During COVID Act will provide support to families as they navigate difficult new school arrangements. https://t.co/uUA9qSOHx7"
23,"NEW — Sen. Hawley will intro a new bill to provide immediate relief for working families with students at home amid the pandemic

It would provide $1,200/mo in direct assistance and a fully refundable tax credit up to $800/child to help with learning costs https://t.co/r9MDJeQDsV"
24,Why did @netflix chose to market #Cuties with a poster depicting scantily clad preteens in sexual positions? Were measures to protect the child actors made to perform simulated sex acts? And who is exactly is Netflix attempting to target with this movie? https://t.co/u3jhk7JJPH
25,"Increases in social isolation, anxiety, and despair due to the pandemic may be contributing to surges in drug addiction

Hawley is calling on @SecAzar to use resources from CARES to address the unique mental health needs during this public health emergency https://t.co/l30IOfgH9j"
26,"NEW — Senator Josh Hawley has sent a letter to @SecAzar urging @HHSGov to address the mental health needs of Americans and combat the rising trend of substance abuse during the COVID-19 pandemic across the country, including Missouri. https://t.co/5jkNz2tle0"
27,"RT @HawleyMO: 19 years after we lost thousands of innocent lives, we remember the heroes who ran toward danger that day. And we honor those…"
28,"Sen. Hawley told @KOMUnews that he's been working since April to ensure any new COVID relief is focused on providing help for workers and working families.

His proposal would support every job that has been lost and help hire new workers. https://t.co/Yy6g9aJHRO"
29,"Democratic politicians are bending to radical activists who want to defund the police. We should do just the opposite. Our officers deserve a raise, not defunding. They deserve our unqualified support. And this bill would give it to them. https://t.co/qqGykWp7wL"
30,"Sen. Josh Hawley is pushing for the next coronavirus stimulus package to include language that would create a fully refundable tax credit for homeschooling expenses

With so many schools closed or online and kids at home, working families need the support https://t.co/e22ofBJDmw"
31,"Any further Covid relief from Congress must focus on jobs. Sen. Hawley’s #RehireAmerica plan:

—Secures EVERY job for the duration of this crisis
—Incentivizes businesses to REHIRE laid off workers
—Brings production &amp; our supply chains BACK from overseas
https://t.co/K7lXv9TFK8"
32,"The @NBA, @Nike, @KingJames and others who talk up corporate social responsibility and social justice at home still haven’t taken Senator Hawley’s pledge that their supply chains are #SlaveFree. So much for social responsibility.
https://t.co/h5e4rYbTDb"
33,"Sen. Hawley and @SenBlumenthal introduced legislation to fight human trafficking as the pandemic worsens the crisis.

""Human trafficking, modern day slavery, is an evil that reaches into every corner of the world. We must fight until it is eradicated.""
https://t.co/ezOMinwjYV"
34,"In response to a letter from Sen. Hawley, the NBA refused to commit to protecting players who publicly criticize the Chinese Communist Party.

It's time to hear from Commissioner Silver. On Capitol Hill. Under oath. 
https://t.co/NHQUOKNuqT"
35,"In June, Senator Hawley introduced and the Senate passed a resolution honoring the life of fallen St. Louis Police Captain David Dorn who was tragically killed during a violent night of rioting. https://t.co/gWgHNstdt6"
36,"Human trafficking, modern day slavery, is on the rise during this pandemic.

New legislation from Sen. Hawley and @SenBlumenthal will support efforts to monitor and prevent trafficking, and improves our ability to gather information on this crime. https://t.co/ezOMinwjYV"
37,"Sen. Hawley's #RehireAmerica coronavirus relief plan would:

— Secure EVERY job in this country for the duration of this crisis
— Incentivize businesses to REHIRE every worker laid off
— Bring production and our supply chains BACK home from overseas. https://t.co/K7lXv9TFK8"
38,"Senators Hawley and Gardner have partnered on a #COVID relief plan that would get Americans back to work. Here's how it would help:

— Pay up to 80% of wages for laid off workers

— Provide payroll assistance up to 120% of pay for rehired workers

https://t.co/PhcDLXS6hr"
39,"Anyone who thinks #China-based companies like @tiktok_us wouldn't be required to hand over data that the Chinese government requests, @klonkitchen said, has ""a fundamental misunderstanding of how the government in Beijing works."" https://t.co/x4sQn6VdWG"
40,"Senator Hawley told @newspressnow that he will not vote for a COVID package that includes a bunch of lobbyist giveaways.

""It’s got to be focused on actually getting real people back to real jobs. That is my bottom line, and that’s going to be my test."" https://t.co/mf2oczP4MF"
41,"As tens of millions of Americans turn to @zoom_us and @tiktok_us during the pandemic, few know that the privacy of their data and is under threat because of the relationship of these companies to the Chinese government.

It's time for an investigation. https://t.co/g4ltHZWMmu"
42,RT @NGivasDC: Hawley vows to vote against Supreme Court nominees who haven't 'explicitly acknowledged that Roe v. Wade was wrongly decided'…
43,"Roe v Wade is one of the worst constitutional decisions in American history. 

Senator Hawley will only support Supreme Court nominees who have acknowledged on record it was wrongly decided. https://t.co/VaF21qWcbb"
44,"RT @dcexaminer: ""I will vote *only* for those Supreme Court nominees who have explicitly acknowledged that Roe v. Wade was wrongly decided…"
45,"RT @thehill: Sen. Josh Hawley: ""I will vote only for those Supreme Court nominees who have explicitly acknowledged that Roe v. Wade was wro…"
46,"Responding to Sen. Hawley’s letter, the NBA wouldn’t commit to protecting employees or players who criticize the Chinese Communist Party. 

It’s time to hear directly from Adam Silver. On the hill. Under oath. https://t.co/NHQUOKNuqT"
47,RT @dcexaminer: “I will vote only for those Supreme Court nominees who have explicitly acknowledged that Roe v. Wade is wrongly decided.”…
48,"RT @FRCdc: ""I will vote only for those Supreme Court nominees who have explicitly acknowledged that Roe v. Wade is wrongly decided."" @Hawle…"
49,"Big Tech companies use their power to control, manipulate, and spy in Americans. Why is the federal government helping them do it?

Senator Hawley’s BAD ADS Act cracks down on Big Tech companies who use manipulative, behavioral ads. https://t.co/WSbDVyVUn0"
50,"RT @thehill: “I will vote only for those Supreme Court nominees who have explicitly acknowledged that Roe v. Wade is wrongly decided,"" Sen.…"
51,"RT @costareports: News: @HawleyMO tells me in an interview that he will ""vote only for those Supreme Court nominees who have explicitly ack…"
52,"Sen. Hawley told @PeteMundo that any new COVID–19 relief must focus on jobs, not special interests.

""I'm not going to support gobs more federal spending on a concoction of pet projects &amp; special interest stuff. I'm also not going to vote for any kind of bailout for blue states."" https://t.co/Pl68nAwz6m"
53,"Sen. Hawley is calling out the big brands—and the celebrities who push their products—to stand up and verify their supply chains are free of slave labor. Social responsibility means honoring basic human rights across the world

Stand up, Corporate America

Pledge to be #SlaveFree https://t.co/BwSI9r3WHM"
54,"RT @KelliAFord: Good morning, Corporate America! @HawleyMO announced a new effort this AM to call out the big brands - and celebrities who…"
55,"Senator Hawley on the Civil Justice for Victims of COVID-19 Act

""This pandemic is far from over, and every day Americans continue to suffer thanks to the CCP’s incompetence and lies. The victims deserve to have their day in court."" https://t.co/iePW8Q4OC2"
56,"Sen. Josh Hawley urged Attorney General Barr to launch a federal civil rights investigation of St. Louis' elected prosecutor, accusing her of abuse of power in her investigation of a couple who wielded guns while defending their home during a protest https://t.co/sNxtT56Do4"
57,"This morning, Senator Hawley has asked @TheJusticeDept to open a civil rights investigation in the St. Louis Circuit Attorney's office.

""Targeting law-abiding citizens who exercise constitutionally protected rights for investigation and prosecution is an abuse of power."" https://t.co/bTjbxiOZyK"
58,RT @NextRevFNC: “ABUSE OF POWER”— Sen. Josh @HawleyMO says the St. Louis Circuit Attorney’s Office is improperly “targeting” the couple who…
59,"Most Americans see what Senator Hawley saw as the chief law enforcer of the state of Missouri: Police work is vital work, honorable work, and noble. The men and women who sign up for it—most from working-class homes—are among the best of Americans. https://t.co/Mfuik1YV9S"
60,ICYMI ­– Senator Josh Hawley introduced a new bill that would remove #Section230 immunity for Big Tech companies who act in bad faith by selectively censoring political speech and hiding content created by their competitors. https://t.co/SCSqjgtkOK
61,"Sen. Hawley Blasts the Current Judicial Vetting Process

""We’ve got to make sure that we are getting pro-constitution judges on that bench who are not going to waver in the face of pressure, who are going to follow the law the way it is written, not legislate from the bench."" https://t.co/r9vA6tVZlv"
62,"Senator Hawley congratulates the new class of 18 Missourians who accepted appointments to attend the U.S. service academies.

""These students are truly some of Missouri’s most talented and skilled young leaders."" https://t.co/b4AweIlDve"
63,"Citing recent examples of bias from Big Tech, Senator Hawley told @FoxNews:

""There is no accountability for these companies who engage in censorship, and this is why Congress needs to reform #Section230 and end the sweetheart deal for these companies."" https://t.co/8SofFgcylx"
64,"""This was never about the Confederacy,"" said Hawley.

""It only took days for them to move on to Grant and Lincoln. And the mob will keep marching through all our cultural institutions until every American whom the woke crowd deems unjust is cancelled."""
65,"Senator Hawley defends the vital work of our nation's law enforcement officers

""The police are not the foot soldiers of modern-day oppression. They are the thin blue line whose service and sacrifice makes life in a free republic possible."" https://t.co/Mfuik1YV9S"
66,ICYMI ­– Senator Josh Hawley introduced a new bill that would remove #Section230 immunity for Big Tech companies who act in bad faith by selectively censoring political speech and hiding content created by their competitors. https://t.co/FWxdKiDTYu
67,"NEW — Senator Josh Hawley applauded the Senate’s passage of his resolution, cosponsored by @RoyBlunt, honoring the life of fallen St. Louis Police Captain David Dorn who was tragically killed during a violent night of rioting. https://t.co/41LrIujumg"
68,"@FDRLST This comes after Hawley introduced a bill to empower Americans to sue Big Tech companies who act in bad faith—such as electively censoring political speech—and subject companies in violation to a $5k fine (or actual damages, if higher) plus attorney’s fees https://t.co/zYplEoCoFa"
69,NEW — Senator Josh Hawley introduced a new bill that would remove #Section230 immunity for Big Tech companies who act in bad faith by selectively censoring political speech and hiding content created by their competitors. https://t.co/ZeUw7GkUMr
70,"Hawley calls out those who have objected to his tough questioning of judicial nominees, who claimed he was slowing the process down, and who threatened him

""I just have this to say: this is why I asked questions. This is why I won’t stop. Because this outcome is not acceptable."" https://t.co/ppGLEeTP71"
71,"Senator Hawley defends the vital work of our nation's law enforcement officers

""The police are not the foot soldiers of modern-day oppression. They are the thin blue line whose service and sacrifice makes life in a free republic possible."" https://t.co/Mfuik1YV9S"
72,"Sen. Hawley writes that we must defend against the left’s anti-American, anti-police narrative.

""Police work is vital work, honorable work, and noble. The men and women who sign up for it — most from working-class homes — are among the best of Americans."" https://t.co/Mfuik1YV9S"
73,"The @nytimes fired its opinion editor for publishing the words of a Republican senator.

A literal insurrection in the streets of Seattle.

Legislation demonizing the police who put their lives on the line each day to protect us.

This division has to end. https://t.co/fkQkMQI1TU"
74,"Senator Hawley wants answers from @SBAJovita as to how $80 million of coronavirus relief funding was diverted to Planned Parenthood affiliates.

""Frankly, the pattern of unresponsiveness from the @SBAgov throughout this process has been disturbing."" https://t.co/cX9dYABsTJ"
75,"Senator Josh Hawley has introduced a resolution in honor of the life of 77-year old retired St. Louis Police Captain David Dorn, who was killed on June 2, 2020, during a violent night of rioting in the city of St. Louis. https://t.co/mfDTcHn7dy"
76,"NEW — Senator Hawley is urging the @FTC to investigate a new app almost identical to TikTok whose parent company has ties to the Chinese Communist Party.

And given the similarities, Hawley suspects that Zynn may also not be abiding by COPPA requirements. https://t.co/OOjkDD67x4"
77,"In a letter sent this morning, Senator Josh Hawley called on attorney general Bill Barr to investigate the disparities between how states are treating ongoing protests and the regulations they have placed on religious services during the COVID-19 outbreak. https://t.co/dPfSzvejnE"
78,RT @HawleyMO: Today we again honor the sacrifice and bravery of the men who stormed the beaches of Normandy 76 years ago. I had the great p…
79,"""Protestors are saying: 'We want justice done, we want the criminal justice system to work, we don't want this to happen again.’ They've got every right to do that.""

But Hawley makes clear that there is a big difference between those protesting &amp; those rioting and shooting cops. https://t.co/NNw2IbIaBI"
80,"""These officers, and thousands more around our state, choose to put their lives on the line every day, and every night, to protect the neighborhoods we call home. The perpetrators who attacked them last night must be brought to justice.""

FULL STATEMENT → https://t.co/r4mIForNW4 https://t.co/h5rbv5RWxZ"
81,"RT @RaquelMartinTV: MO GOP @HawleyMO calls overnight shooting of St. Louis police officers “despicable” 

“The perpetrators who attacked th…"
82,"In his letter to @USDA, Sen. Hawley raises the concerns of producers and farmers who feel penalized for not selling their cattle at the bottom of the market &amp; who may be ineligible for aid because they didn’t have a crop in 2019 due to natural disasters. https://t.co/dLTIviOjvA"
83,RT @HawleyMO: Right. Data is what #BigTech uses to build its advertising machine. And who has introduced &amp; sponsored more data/privacy legi…
84,"The reason we have this pandemic is because the Chinese communist government unleashed it on the world.

Sen. Hawley told @EricShawnTV: ""The victims of this disease in our country ought to be able to go to our courts and sue the Chinese government to hold them accountable."" https://t.co/5eXDZ3HiiO"
85,"""The threat of China to the free world grows by the day. If the coronavirus pandemic doesn’t make that clear, nothing will.""

Senator Hawley argues that what is equally clear is the need for the US to reform the global economy to rebuild our strength &amp; prevent China’s domination. https://t.co/rZN4A5AfyV"
86,"RT @esaagar: .@HawleyMO: ""The WTO is a symbol of an economic order whose Wilsonian ambitions have cost this country dearly, enabling and em…"
87,"""The reason we have this pandemic is because the Chinese communist government unleashed it on the world,"" said Hawley. ""The victims of this disease in our country ought to be able to go to our courts &amp; sue the Chinese government to hold them accountable."" https://t.co/5rrTD4qZIP"
88,"Sen. Hawley spoke with @EricShawnTV about his legislation to hold China accountable for silencing whistleblowers &amp; withholding critical information about #coronavirus

China is responsible for the pandemic. Americans should be able to sue the Chinese Communist Party. https://t.co/KULOc4RDrh"
89,"RT @jacknicas: Senator Josh Hawley, who has proposed a bill to ban federal employees from using TikTok over national-security concerns, wel…"
90,"China lied to the world.

China knew what they were doing.

China knew that this was going to be a pandemic.

China didn't take steps to stop it.

China needs to be held accountable. https://t.co/GhuPHFC5S5"
91,RT @burgessev: Cory Gardner joins Josh Hawley’s massive coronavirus jobs bill to federally subsidize pay for rehired workers and those stil…
92,"Here’s how Hawley’s plan would work: Companies that were affected by COVID-19 could have the federal government cover 80% of workers’ income, up to the national median wage. Companies would also get a bonus to rehire laid-off employees. https://t.co/K2FCBpVEFZ"
93,"China covered up the origins of this pandemic, gagged doctors, forged statistics, and cost the world time that could have saved thousands of lives and trillions of dollars. Sen. Hawley is calling for the Beijing to be held liable for civil claims in U.S. courts. https://t.co/DZtYtJNiQA"
94,Senator Hawley is asking the @FTC to launch an investigation into children’s data practices in the educational tech &amp; digital ad sectors. This is especially important as kids’ tech use and media consumption has skyrocketed during the coronavirus pandemic. https://t.co/6tnT48XKAs
95,"""Because the government has taken the step of closing the economy to protect public health, Congress should in turn protect every single job in this country for the duration of this crisis."" Read more from Senator Josh Hawley on his plan to rehire America https://t.co/4s6SlLWcdS"
96,RT @KelliAFord: .@HawleyMO’s plan: “It would help businesses rehire every worker who has been laid off because of the coronavirus.” It help…
97,RT @BurtonRev: Thank you Senator Hawley @hawleymo for sending some desperately needed masks to @NNBCSTL New Northside ministries as we serv…
98,"Coronavirus is not only a public health crisis. With 30M Americans unemployed, it's also an economic crisis. And it has exposed a hard truth about the modern global economy: it weakens American workers and has empowered China’s rise. That must change. https://t.co/Pcgp8ctkVd"
99,"Senator Josh Hawley writes in @nytopinion: ""There is no going back to the world before #COVID19. And in truth, we shouldn’t want to. That world had not worked for too many Americans for far too long."" https://t.co/Pcgp8ctkVd"
100,"The economy is made up of workers.

The people who go to work every day, who are responsible for this nation’s health, for the food we eat, the clothes we wear, the goods that we pick up, and the delivery drivers leaving them at our door.

Workers do those things for all of us."
101,Senator Hawley has a plan to help get Americans their jobs back ASAP. More than 30 MILLION Americans – 1 in 5 workers – are unemployed as a result of coronavirus and the government’s response to try to stop this pandemic. https://t.co/4gFDbHEXq0
102,"RT @nytopinion: ""There is no going back to the world before Covid-19. And in truth, we shouldn’t want to. That world had not worked for too…"
103,RT @HawleyMO: It was a privilege to help Melody get her full #covid relief check to help her family get through this tough time. That’s why…
104,TUNE IN – Senator Hawley is joining @foxandfriends shortly to talk next steps from Congress on coronavirus relief.
105,"In a Q&amp;A with @llerer, Senator Hawley said of his Phase 4 relief plan: ""We need to be the spokespeople of working families and everyday workers, blue-collar workers. They are the ones who are, I think, most vulnerable and most affected by this pandemic."" https://t.co/sW3G1bZfr4"
