,Tweet
0,RT @HouseGOP: This #NationalDayoftheDeployed we honor all service members and the families of those who answered the call and deployed in s…
1,"Great move by @USAID w/US investment in #CEPI. Global disease outbreaks require global responses &amp; the US has an essential role to play in international vaccine development efforts, especially on #COVID__19. https://t.co/kUbnPPm1M6"
2,"#COVID19 is challenging the progress of @FeedtheFuture. @UF's @Livestock_Lab Dr. Adesogan is doing great work to ensure food aid &amp; nutrition assistance are reaching those in greatest need.  @UF_IFAS @FSI_UF_IFAS @uf_ansci
 @ILRI @USAID @gatesfoundation https://t.co/Ug8UVHz3Bo"
3,RT @FinancialCmte: Republicans are working to rebuild the record-breaking #economy we experienced before the #COVID pandemic by supporting:…
4,"Tonight, the nation mourns the loss of a dedicated public servant &amp; trailblazer who inspired many. 

Justice #RuthBaderGinsberg led an extraordinary life. My thoughts &amp; prayers are with her &amp; her family during this difficult time. May she rest in peace. #SCOTUS https://t.co/6n6pWAsWf5"
5,RT @USDA: 📢 We're providing an additional $14 billion for agricultural producers who continue to face market disruptions &amp; associated costs…
6,It's time to put politics aside- @SpeakerPelosi &amp; House #Democrats must provide critical funding for the @USDA so that our #farmers &amp; #ranchers can make it through this #pandemic. @HouseAgGOP
7,"First, they charge $30 for the movie, now @Disney is revealed to have worked with &amp; thanked the propaganda machine in #Xinjiang - who is responsible for one of the largest ethnic cleansings since WWII in helping film Mulan. https://t.co/15EOTM2HzO"
8,"RT @HouseGOP: Nancy Pelosi and Chuck Schumer have been playing games with coronavirus relief for months.
 
American workers, families and s…"
9,This bill created the block grant program &amp; was signed into law by @realdonaldtrump. Timber producers who were affected by Hurricane Michael may now apply for the program.  https://t.co/nEgDYuFHqM
10,"This unprecedented crisis has exposed our longstanding supply chain issues, &amp; the DFC’s investments will be valuable for our critical infrastructure moving forward. 
#coronavirus"
11,Thank you @realDonaldTrump for your action to focus the Development Finance Corporation (DFC) on improving domestic supply chains in response to the #COVID19 pandemic.
12,"RT @GOPLeader: Speaker Pelosi is calling Congress back this weekend not to help millions of Americans struggling during the pandemic, but t…"
13,#USTR must take action immediately to provide relief for #Florida farmers who have suffered the consequences of unfair trade for far too long. https://t.co/PFXeFCUz6q
14,Grateful to the people of #Taiwan for their generous gift of 10K medical masks to help keep #Putnam Co. safe. The global health partnership between the U.S. &amp; #Taiwan is strong. #PPE #COVID__19 https://t.co/X5qQEEnvNc
15,"This is exactly the kind of engagement we need after all of #Taiwan’s contributions to #globalhealth #security, especially in fighting #COVID19 &amp; generously donating hundreds of thousands of masks to the US. https://t.co/ZjQG3QzjAs"
16,"This overreach is beyond unacceptable &amp; means anyone in the world who speaks against the #CCP can be arrested. Now, we are all Hong Kongers. #StandWithHongKong https://t.co/ecbeuQlqRu"
17,"Honored to join newly appointed #Taiwan Amb. Hsiao earlier this week in presenting the #AmericanLegion with 250,000 masks for #Veterans. https://t.co/UEXMfyWcvz"
18,"#Taiwan is not a Chinese domestic issue. As a vibrant democracy of nearly 24 million people, the 11th largest trading partner of the US, &amp; a leading contributor to global health security, Taiwan’s security &amp; prosperity is immeasurably important to the US &amp; the rest of the world."
19,"Grateful to the @FAPA_HQ for raising funds to donate over 2K face shields to FL’s Jackson Memorial Hospital. The U.S.-#Taiwan global health partnership is strong, &amp; I look forward to deepening our cooperation on efforts like these. https://t.co/vOpRk7NhaL"
20,"#OTD July 20, 1969, #NeilArmstrong took ""one small step for a man - one giant leap for mankind"" - becoming the first human to step foot on the #Moon. Today let us honor the courage of the #Apollo11 astronauts &amp; everyone at @NASA who made this historic achievement possible. https://t.co/4QhUQl5XYJ"
21,"I applaud @realDonaldTrump for signing the #HongKong Autonomy Act into law today. #CCP officials have forced “One Country, One System” onto the freedom-loving people of Hong Kong. The officials &amp; banks who facilitated these wrong will be held accountable. https://t.co/GqY9DTvTMU"
22,"Today we celebrate the birth of our great nation &amp; give thanks for the freedoms we enjoy every day. May God bless America &amp; all who defend her. 

Happy #IndependenceDay! #4thofJuly https://t.co/LizfaMNEJO"
23,"Democracy in #HongKong is officially dead. While the U.S. will continue to stand w/ the people of Hong Kong, we strongly condemn their leaders who either actively pushed for, or passively allowed, the destruction of Hong Kong’s autonomous status. https://t.co/QkOs5tgUqW"
24,"Today is #PTSDAwarenessDay. Let's be mindful of those around us who suffer from PTSD; especially those brave individuals who defended our nation. If you know of someone who needs help/needs to talk, call the Military Crisis Line at 800-273-8255 (press 1). https://t.co/HuvlzmMdmP"
25,"#China’s actions towards #India fall in line with a larger trend of the #ChineseCommunistParty using the confusion of the #COVID19 #pandemic as cover to launch large scale military provocations against its neighbors in the region, including #HongKong, #Taiwan, &amp; #Vietnam."
26,"Today on the 70th anniversary of the outbreak of the #KoreanWar, we honor those veterans who fought for freedom on the Korean peninsula, those who lost their lives in the conflict, &amp; recognize the contributions of the Korean American community to our nation."
27,Strong and immediate reform of #WHO absolutely necessary to prevent these missteps towards future disease outbreaks.
28,"New revelation in the report that #China FAILED to notify the #WHO about #COVID19 through December, and was notified by early warning reports from the US. Yet @WHO still protects the #CCP &amp; allows them to continue to spread their propaganda campaign."
29,"If #China had held itself accountable to the same health regulations as every other nation in early December, a #pandemic could have been averted &amp; hundreds of thousands of lives could have been saved."
30,"As suspected, this report confirms that the #CCP engaged in a massive coverup to hide the origins of the #COVID19 #pandemic &amp; ignored International Health Regulations, all of which were enabled by the @WHO. https://t.co/ElVUA1mPQZ"
31,"Happy to join @RepSusanWild in leading a letter to increase funding to fight #COVID19 internationally. By helping other nations fight #coronavirus, we help ourselves through access to international vaccine development &amp; research into testing &amp; treatment. https://t.co/EIZyOnnOJS"
32,Thank you to the people of #Taiwan for their goodwill and the generous reminder that they are a valuable global health partner. https://t.co/6EimfPMvXx
33,"Democracy empowers the free thought of individuals to seek liberty.  Once people experience democracy, the authoritarian rule of communism will not survive.  The people of #HongKong have experienced freedom/liberty all their lives &amp; are protesting China’s attempt to take it away."
34,The U.S. should investigate the hidden assets of #CCP leaders who are actively destroying #HongKong’s #democratic system and highlight their immense comparative wealth immediately.
35,"Our nation was founded on the rights to life, liberty, &amp; the pursuit of happiness. If those rights are not being protected, then we must support those who protest peacefully in their fight for recognition."
36,"Today we honor the hundreds of thousands of pro-#democracy #Chinese who stood for freedom &amp; liberty in #TiananmenSquare in 1989, &amp; we memorialize the thousands who died because of it. #TiananmenSquareMassacre"
37,RT @JBarsaUSAID: We’re grateful for the strong support from my predecessor @AmbassadorGreen who called for the creation of the @DFCgov and…
38,"RT @NASA: ""I've heard that rumble before, but it's a whole different feeling when you've got your own team on that rocket. They are our tea…"
39,"ICYMI, I had an informative discussion, w/ @cspanwj
@cspanMcArdle, about U.S. relations with #China during the #Covid_19 #pandemic &amp; tensions regarding #HongKong.   

Watch the full interview: https://t.co/fkcsWZLZI1"
40,"RT @cspanwj: House Foreign Affairs Committee Member Rep. Ted Yoho (R-FL) discusses U.S. relations with China during the COVID-19 pandemic,…"
41,RT @cspanwj: FRI| House Foreign Affairs Committee member Rep. Ted Yoho (R-FL) discusses U.S. relations with China during the COVID-19 pande…
42,"Enjoyed speaking w/ the @FRCdc's Tony Perkins to discuss the #ChineseCommunistParty’s misguided actions in threatening #Taiwan, who continues to be a strong ally for the United States &amp; a positive force in global health security. @HouseGOP @HouseForeignGOP https://t.co/4OuCQS68J5"
43,"#PRC watchers➡️take the time to review this comprehensive approach to #China released by the @WhiteHouse and the @WHNSC team earlier this week.

Great bipartisan ideas are in this whole-of-government strategy.

https://t.co/36eyv2ecS0"
44,Imagine what this regime—who has imprisoned over a million innocent people because of their ethnicity and religious beliefs—would do with #biological weapons capable of attacking ethnic populations with pathogens. #China
45,"Yet another reason why the #CCP can’t be trusted by the international community, let alone their ethnic minorities who have been oppressed for decades. https://t.co/WxbhX91Apr @HouseGOP @HouseForeignGOP"
46,Today we honor the brave men &amp; women who made the ultimate sacrifice for our country. Let us remember their courageous service &amp; selfless sacrifice in defense of the freedoms we enjoy today. May God bless &amp; keep them. #MemorialDay #HonorThem https://t.co/CaucKUVQXK
47,"When analyzing #China's face-mask diplomacy, facts are stubborn things.

#Covid_19 #coronavirus https://t.co/Phniwi6o6o"
48,"I look forward to working further with her administration on critical issues facing our relationship, including emerging tech, supply chain security, and #Taiwan’s inclusion in the #WHO. @HouseGOP"
