,Tweet
0,"Amazing economic news pouring in this AM:

✅ GDP up 33.1% annualized in Q3 (beat expectations) with fastest growth ever

✅ New Unemployment Filers at 731k (beat expectations) with lowest number since March

Our economy will recover from this global pandemic stronger than ever!"
1,"RT @seanmdav: A senior intel official tells @FDRLST: “Just so everyone understands, the people who actually have access to evidence and int…"
2,"If you lie to Congress, you can go to jail for a long time. On the other hand, liars who are actually in Congress like Schiff instead get rewarded with increased power and title. https://t.co/Nsy9oIFTrF"
3,"Obviously House Dems are going to have to drop some very absurd demands for there to be another coronavirus response bill, such as:
-cashless bail
-mass prison release, including violent criminals
-nationwide ballot harvesting
-Voter ID ban
-stimulus checks to illegal immigrants"
4,1/2: Anyone staking political capital on a COVID-19 death count being as high as possible &amp; an economy suffering as much as possible shouldn’t have ANY power. Real people &amp; real lives are on the line. Political games that hurt Americans by walking away from this table is shameful https://t.co/2pnhhx7MyR
5,"RT @SecondLady: Today on Gold Star Mother's and Family’s Day, we honor all those who have lost loved ones in service to our United States A…"
6,"On one side: a police officer who will risk his life to defend his community.

On the other side: punk, cowardly agitators.

One represents the best of America and one represents the worst.

One wants to lift our country up and one wants to tear it down.
https://t.co/UM4tBa0JOM"
7,L'Shana Tova to all celebrating #RoshHashanah! May you be inscribed in the book of life &amp; be given a year ahead of good health. Wishing you a happy &amp; sweet 5781! https://t.co/hnwb1FLJGn
8,RT @GOPLeader: Read this thread. And then please join me in praying for a complete recovery for these two Sherrif Deputies who were ambushe…
9,"RT @SBANYPD: The attempted assassination of two police officers in Los Angeles was followed up by protestors showing up at the hospital, bl…"
10,"We must #NeverForget the lives lost, emotions felt, heroism witnessed of 1st responders, justice delivered overseas in response &amp; health toll paid since by those amazing 1st responders who spent days &amp; weeks at Ground Zero. We must Never Forget September 11, 2001. https://t.co/zqtZ6SXkLF"
11,There’s a new coronavirus response deal that can be finalized in Congress as a big win TODAY. Let’s be honest about the main hold up at this point for the Dems =&gt;it will help the President get re-elected &amp; nothing is more important to these Dems than ensuring that doesn’t happen.
12,"The US military is the GOAT filled with amazing warriors who passionately love our flag and freedoms and would die to defend it all. 

All of them honorably serving deserve the highest amt of love, respect and gratitude. 

They keep us secure and free with courage and heroism. 🇺🇸"
13,"On #LaborDay, we celebrate the American worker, whose energy, resolve, and dedication to their profession has built up our great nation, and continues to keep our economy, and country going strong. https://t.co/zTJZlM5ISt"
14,"There are many great journalists in our country who do important, honest work, but the abusive use of false, biased, anonymously sourced stories by others don’t just cause massively significant damage to their own reputation. It’s harming the media’s credibility across the board."
15,"🚨A US vet's 1-yr-old companion dog Harley he met while serving abroad arrived at JFK from the Middle East, but she now faces euthanasia due to a clerical error. The LI Congressional Delegation is urging @CDCgov to intervene to save Harley and get her home to her vet. #HelpHarley https://t.co/wa7asCjFT6"
16,"I have colleagues in Congress who have been calling for unrest and confrontation by their followers. Members of Congress have been shot, injured, &amp; otherwise assaulted. This score settling on the streets rather than at the ballot box is as irresponsible &amp; dangerous as it gets. https://t.co/71hqexo3Au"
17,"Once again, retirement accounts for hard working Americans are hitting new all time highs. It’s amazing how quickly an extremely strong economy earlier this year is bouncing back after the lockdown. More work to do, but this recovery has been heating up fast lately! 💪 love it!!"
18,"100 years ago today, the #19thAmendment to the US Constitution was ratified, allowing women the right to vote. This milestone in our nation's history was only made possible by the devotion &amp; leadership of suffragettes who pioneered the way for generations of women voters to come. https://t.co/RSBma0Lwe0"
19,"With a straight face, Biden just said President Trump has been coddling terrorists around the world.🧐After Biden advised AGAINST taking out Bin Laden, now he’s ignoring that it was Pres. Trump who had Soleimani &amp; al-Baghdadi killed, the ISIS caliphate eliminated, and far more."
20,This is exactly why there needs to be an independent review of NY’s COVID-19 nursing home policy that resulted in the deaths of thousands of the state’s seniors. There are so many heartbroken NY families desperately searching for answers &amp; accountability. Cuomo prefers a coverup. https://t.co/Em7Xf8izx9
21,"After COVID-19 was released from China to cause a global pandemic, the US was forced to then live through a gov’t dictated shut down of our economy. While we’re not yet out of the woods, it’s amazing just how strong &amp; resilient much of the US economy has been to rebound in force!"
22,"""I think it's important to realize that it's in the public health best interest of K-12 students to get back in face-to-face learning."" ~Testimony of CDC Director, Dr. Robert Redfield, last week before the House of Representatives."
23,"Vindman is no martyr.

He lied under oath about not knowing who the whistleblower was.

He falsely claims to be a chain of command guy, but didn’t use his chain of command to speak to Tim Morrison.

Coming forward didn’t end his Army career. He was being PROMOTED! https://t.co/MShH2bui4A"
24,"I would strongly recommend military service to any young man or woman in our country who loves the US &amp; has a deep desire to be part of the greatest fighting force in the history of the world. It’s not meant for everyone &amp; that’s ok, but it’s certainly a great honor &amp; experience."
25,New York needs a reopening plan for our gym owners. There are countless gyms all across the country that are doing this brilliantly and safely. This is important for the business owners and important for the men and women who workout there.
26,It’s critical that every able bodied adult who can safely return to work does so ASAP. It makes no sense to pay any of them even more money to stay at home instead.
27,"Our great men and women in law enforcement deserve MORE support, not LESS. 

It was an honor to speak in front of the great crowd who attended today's #BackTheBlueRally at Eisenhower Park on Long Island.

Let's #BackTheBlue and restore law and order! https://t.co/91Re2DowKZ"
28,"Thousands strong showed up at Eisenhower Park this afternoon on Long Island, New York, to #BackTheBlue. Was honored to address the crowd! Thank you to everyone who came out in support of our great men and women in law enforcement!! https://t.co/CzD1cpD7oo"
29,"RT @AriFleischer: What hypocrisy. 

Where is the MSM criticism of Ds whose reaction to Trump’s win was to 1) attribute it to Russia 2) resi…"
30,Our essential law enforcement officers today walk in the huge shoes of the courageous men and women who came before them and served with the greatest honor and professionalism. https://t.co/XeDVmfXH8w
31,"Our kids need schools to be OPEN at the start of this next academic year. The development, health, education and overall well-being of America's school-aged population require the opportunity to be back in classrooms with their teachers and classmates."
32,"TON of poison pills in Dems’ proposal for the next coronavirus bill.

❌Banning voter ID
❌Implementing ballot harvesting nationally
❌Mass prison releases
❌Stimulus checks to people illegally in the US

It’s a REALLY bad call to misfire a $3 TRILLION bullet! https://t.co/GaLuaglRka"
33,"Our children’s lives and futures are precious. Being in school at the start of the 2020-2021 academic year is best for the development, health, education, and overall well-being of our kids. We must do everything in our power to help our kids get back into school ASAP."
34,"RT @SteveBellone: With a full week of zero COVID-19 fatalities in Suffolk, it is clear that our vigilance is paying off but we must remembe…"
35,"The Big Apple is being led by a Bad Apple. 

The Mayor needs to be removed ASAP. 

I'm glad the city is able to celebrate no new COVID-19 deaths, but that positive story is being overshadowed &amp; poisoned by the huge spike in shootings &amp; other crime. https://t.co/ZEVoKrKdYo"
36,RT @thehill: #BREAKING: President Trump visits Walter Reed National Military Medical Center. He is wearing a mask. https://t.co/uZOzM4Lpvs
37,"Here in Suffolk County, NY, our local law enforcement is also getting targeted w/ “defund the police”, “f*** the police” protests. These are amazing men &amp; women who keep our communities safe at great risk to their own healthy &amp; safety. They are courageous, patriotic heroes to me."
38,While we’re at it...Schiff said he had no idea who the whistleblower was. Then he said if Vindman named the person outside the NSC he spoke to about the 7/25 call other than Kent that he’d be outing the whistleblower. But I guess as long as you’re taking down POTUS it’s all good. https://t.co/vNgxf4lXnS
39,1 more time for those in the back saying Vindman didn’t lie under oath...He said he had no idea who the whistleblower was. Then he said that if he named the name of the person outside the NSC he spoke to about the 7/25 call other than George Kent he’d be outing the whistleblower. https://t.co/IUSSPaFhpG
40,"NYC residents right now have a greater chance of getting shot than dying from COVID-19. Just look at the numbers from the past week. For all the talk about masks, maybe we should also be passing out vests. New leadership is needed to save NYC and restore safety and security. https://t.co/q48XiMyLUm"
41,"Mayor DeBlasio is destroying our great city from the inside out. New York City will not make it through the remainder of his term. He needs to be immediately removed from office to save the city and protect the people who live there!
https://t.co/ktQbuvXFIj"
42,"RT @TheRealBuzz: I salute the American flag, those who have sacrificed their lives for it and those who protect it. “If You Don’t Stand for…"
43,"F-R-E-E-D-O-M! 244 years ago today, the Second Continental Congress declared the 13 colonies independent from the British Empire. On the #FourthofJuly, we remember those who fought &amp; died to achieve liberty &amp; freedom, &amp; that we can still overcome anything when we work together.🇺🇸 https://t.co/n304BP05hM"
44,"Greatest nation in the world!

Our flag, freedoms, liberties, &amp; constitution have been fought for and protected at the highest cost by the strongest, most courageous men &amp; women ever.

I unapologetically ❤️ 🇺🇸 and will defend her against anyone who wants to tear her down. https://t.co/EZvjSJ7dvg"
45,"Hydroxychloroquine shouldn’t be treated as if it is registered to a political party. The President touted this early so people who don’t like him wanted it to fail in every way. If it helps people, that is a good thing.
https://t.co/jCCM2thkVJ"
46,"New York City desperately needs a new Mayor who will support the NYPD, law and order, safety and security, peace and prosperity, and opportunity for all. https://t.co/m4AEDOade2"
47,Can you imagine the non-stop wall to wall coverage slamming President Trump if he ever claimed “we have 120 million dead from COVID”? They would have medical experts and politicos pontificating endlessly with hyperbolic criticism. https://t.co/Ilk2RGz69I
48,The people who are tearing down these statues all across our country are breaking the law. Most of these statues are being ripped down illegally. ARREST THEM!
49,"On the 70th anniversary of the #KoreanWar, we remember all who put their lives on the line in service to our country. While some call this war The Forgotten War, we can never forget that our veterans are the reason we are able to live in the greatest country in the world https://t.co/bP0HUgGeTw"
50,"Appeals Court orders Judge Emmet Sullivan to dismiss case against General Michael Flynn. This was a hit job on a distinguished 3 Star General who I was proud to serve with under his command as a young 2nd LT Military Intelligence Officer at Fort Huachuca, AZ. https://t.co/eFFUXmAZ4B"
51,"Happy #FathersDay to all of the men who raise, mentor, provide for, teach, lead, and inspire their precious sons and daughters at every opportunity in life. #fathersday2020"
52,"Must Read Report By @RepMcCaul @HouseForeignGOP Just Released!

""THE ORIGINS OF THE COVID-19 GLOBAL PANDEMIC, INCLUDING THE ROLES OF THE CHINESE COMMUNIST PARTY AND THE WORLD HEALTH ORGANIZATION""

China lied and people died. The facts are all getting out.

https://t.co/NYmZNtDAZr"
53,"Thank you to our amazing law enforcement professionals who do an exceptional job with deep pride and love for your community and neighbors with passion, dedication, wisdom, discipline and selflessness. You are admired and appreciated by most of America."
54,"It was bizarre in 2016 how all Republicans running for fed office were constantly grilled about whether they’d accept the results of the election if they lost.

It’s clear now why. It was being pushed by people who wouldn’t accept the results themselves if @realDonaldTrump won."
55,We have big high schools in New York with great kids who worked hard for their diplomas and deserve outdoor graduations with their classmates and family. The state needs to allow this.
56,"Still waiting for an answer as to who would be in charge of the country if Joe Biden was elected President. 

His handlers owe the American public an answer."
57,"Almost 100% of law enforcement is made up of dedicated, selfless, courageous, community loving men and women who would risk their lives to protect total strangers, including the defense of individuals who moments earlier spat in their face.
https://t.co/939GxQldFE"
58,RT @SBANYPD: Sgt William Maher from the 44 Pct was released from the hospital today after being purposely targeted and run over in the Bron…
59,"This is the most destructive “protesting” I have witnessed across the US in my lifetime. Way too many people willing to burn it all down, steal, and violently attack. 

Now they want to dismantle the police as the solution? Bad idea! No way. Wrong answer. 
https://t.co/gfvv9TiKAI"
60,"Almost 100% of law enforcement is made up of great, amazing, patriotic, heroic Americans who will risk their life on a moment’s notice to save the life of someone who spat in their face 5 minutes earlier. 

They should be celebrated and honored, not disbanded or attacked."
61,NYC still hasn’t even entered Phase 1 reopening of its economy from coronavirus.
62,"And now we also need justice for David Dorn and all the current and former law enforcement and others who have lost their lives in the days since defending their communities against rioters who are looting, burning, physically attacking and engaging in other NON-PEACEFUL tactics."
63,"The whole country is united behind George Floyd and his family. 

While there is a troubling difference in attitude and approach towards the rioters destroying cities throughout America, we must be united in peacefully standing for justice for George Floyd and his loved ones."
64,"After YEARS of pushing the Trump-Russia collusion fairy tale day in &amp; day out to try to take down the President, often basing their wrong stories on anonymous sources, CNN &amp; MSNBC aren’t even covering live the Senate Judiciary hearing w/ the person who launched the Mueller probe."
65,"Strong words by @realDonaldTrump to fill the breach of Mayors/Govs who need to do more to restore order. 

Peaceful protests can be beautiful &amp; profoundly American &amp; are constitutionally protected. 

Rioting is another story. Looting, arson, physical violence, etc. must end NOW!"
66,"🇺🇸Thank you @realDonaldTrump! Our National Guard and Reservists have been exceptional every step of the way standing up and staffing hospitals, testing sites and so much more. https://t.co/McTH1dvM2g"
67,"The Minneapolis police officer who killed George Floyd should be arrested, charged, prosecuted &amp; imprisoned for homicide. He should've been arrested by now. I come from a law enforcement family &amp; I love our police, which makes me that much more disturbed by this thug officer."
68,If Joe Biden was elected President then who would be in charge of the country? No one seems to have any idea.🤔
69,"This proxy voting going on in the House of Representatives tonight for the 1st time in US history is embarrassing, lead from behind type nonsense. It’s time to get out of the basement. This entire pandemic, front line workers have been showing up every day to get the job done! https://t.co/1zhv6sH3qn"
70,"RT @SteveScalise: RT if you're grateful for America's brave soldiers, sailors, airmen, Marines, and Coast Guardsmen who rise to every chall…"
71,RT @DeptofDefense: What they gave us is beyond our power to repay. Who are you remembering on this #MemorialDay? #HonorOurFallen https://t.…
72,"FREEDOM ISN’T FREE! 

Thank You to the best of the best who sacrificed it all to defend the greatest country in the history of the world. 🇺🇸 

#MemorialDay2020"
73,RT @ABC: SURVIVOR: 100-year-old World War II veteran officially declared coronavirus-free and discharged from the hospital after a 58-day b…
74,"Memorial Day was never about beaches, shopping, BBQ or sports. 

It’s about our nation’s fallen who paid the ultimate sacrifice defending the greatest nation on earth.

The freedoms we fight for today are the very freedoms these men &amp; women fought, bled &amp; died for in battle. 🇺🇸 https://t.co/Ni9545l3nN"
75,"More PPE for Suffolk's EMS &amp; Fire Depts! It was an honor to secure 80,000 pieces of PPE donated by @Tunnel2Towers &amp; work w/ @SteveBellone &amp; @rudy_sunderman to deliver these to our local 1st responders on the front lines of battling coronavirus daily. https://t.co/mTnbXCXSaW"
76,Returning now from a very productive weekend at Camp David with @realDonaldTrump and a few of my @HouseGOP colleagues. The man never slows down or sleeps. It’s incredible. A lot of work on coronavirus response and other important topics to make our great nation even stronger.
