,Tweet
0,"More transparency is the key to increased competition and lower healthcare costs for the American people. Well done President Trump and Secretary Azar!
https://t.co/nFzY3Xe8Q1"
1,Our economy continues to recover from the COVID-19 pandemic all thanks to @POTUS’s hard work for the American people! We must continue to get back to work and our normal routines as safely and quickly as possible. https://t.co/cowbJkgItW
2,"The attacks from the left are relentless. Our President was sick. We should all, regardless of party, be praying for his full and healthy recovery. Unfortunately, the reaction to the news was disheartening from so many. 

More of my thoughts here ⬇️
https://t.co/LSGPe1UNBH"
3,"Today, the United States Air Force is celebrating 73 years of flying, fighting, and winning. Thank you to all the brave men and women who have served. Happy Birthday @usairforce!"
4,"Nineteen years ago, our country was shaken by tragedy but Americans stood together to overcome terror. Today, we remember the thousands of lives lost, and the brave first responders who risked their own lives to save others. 

May we always honor their memory. 
#NeverAgain https://t.co/8GaiPTy8vq"
5,"It’s a great honor to have hosted a quilt which represents the suffragist movement, made by the Threads of Friendship Quilt Guild. It honors those who sacrificed to give women the right to vote 100 years ago &amp; is a beautiful reminder of what we, as Americans, can accomplish. https://t.co/Pjlm4ZlwT7"
6,"It will preserve the worth of eligible votes by ensuring mail in ballots aren’t sent to those who have moved, passed away, or immigrated illegally. 

We must protect our voices &amp; votes, many have sacrificed to give us the right to use them.
https://t.co/KyH3STEw0F"
7,"100 years ago today, the 19th amendment was ratified, granting women the right to vote. 

Today we remember this historic milestone &amp; celebrate the brave individuals who sacrificed for justice &amp; equality in our democratic process, pushing our nation toward a more perfect union."
8,"I had the chance to see the impressive drive-in theater that farmers David and Karen Whitener built to lift community spirits amid the COVID-19 pandemic. 

In Southern Missouri, we look out for one another, &amp; it is a pleasure to represent the area’s resilient spirit in Congress. https://t.co/v1DIwgCnIL"
9,Today we honor the American heroes who received the purple heart while serving in the armed forces. Their courage and sacrifice will never be forgotten and we will forever be grateful for their service to this great nation. #PurpleHeartDay https://t.co/tfs2I124f1
10,"Speaker Pelosi and the Left want to restrict @realDonaldTrump’s ability to protect our country from foreign nationals that pose a threat to Americans, as he did with shutting our borders to China during the coronavirus. 

When will they put the American people before politics?"
11,"Bill de Blasio’s vision for a “better” and “safer” city is by releasing as many criminals back on to the street.

That’s why he let the man who punched NYPD Chief Monahan and two other officers walk out without jail after just a few hours.

#BackTheBlue https://t.co/afKp7eDJvW"
12,"Are we even surprised at this point?

How much data do you think they’d manipulate to justify more draconian lockdowns?

https://t.co/us08RezVPd"
13,"The intolerant Left is now targeting, vandalizing, and attempting to destroy symbols of the Christian faith. 

It’s absolutely sickening and entirely un-American. https://t.co/5xYKp9Lwei"
14,"Disgusting response. The truth here is the NBA only cares about their financial relationship with communist China. 

They silenced those who spoke out to support the pro-democracy movement in Hong Kong, &amp; remained deafeningly quiet when the CCP ended free speech there this June. https://t.co/IWo5wuohNN"
15,"Even a monument honoring five firefighters who died in the September 11th terrorist attacks is not safe from the Left’s hatred. 

Absolutely disgusting. https://t.co/YXsHU6Rn0I"
16,"In Piedmont, Missourians celebrated this Independence Day weekend by honoring those who died to secure and defend our freedom. 

Thanks to the Henry Whitener Chapter of the Daughters of the American Revolution, and the local Piedmont Chamber, for leading the event! https://t.co/Ei4WaIn6CF"
17,"This week, President Trump’s 200th federal judge nominee was confirmed to serve for life.

His commitment to appointing judges who will honor the letter of the law, instead of legislating from the bench, has helped change the federal judiciary for a generation. https://t.co/rH82wUb8aG"
18,"Happy 245th Birthday to the @USArmy!

A profound thank you to all of the incredible soldiers who have taken the solemn oath to defend our country, our Constitution, and our way of life! https://t.co/MBCOLp1R5A"
19,"On the anniversary of D-Day, we remember those who courageously fought for liberty. That day marked the beginning of the end of the war in Europe and we owe a great debt to those Americans - The Greatest Generation. https://t.co/frkjQQA3xF"
20,"Congratulations to 2LT Kalen Kahn of Bonne Terre, for being commissioned as an officer in the U.S. Army.

It was my privilege to nominate Kalen back in 2016. 

I'm told his first salute as an officer was to his brother, a U.S. Navy Hospital Corpsman. #MilitaryAppreciationMonth https://t.co/S1jUALCzzX"
21,"From the beginning of the #coronavirus outbreak, @POTUS Trump and his administration made sure that the people of Missouri were taken care of.

The President's actions have allowed us to turn the corner and focus on reopening our communities. https://t.co/2JAejwrzIw"
22,"Thank you to all of the incredible Moms out there for all you do! 

I hope you have a happy, healthy, and blessed Mother’s Day. https://t.co/4Tpdd2cIsP"
23,"Speaker Pelosi refuses to allow the U.S. House to meet so she can write the next coronavirus bill all by herself. 

Her bill will focus chiefly on her partisan priorities that have nothing to do with the coronavirus.

This cannot happen. https://t.co/LJloUwcyx2"
24,"75 years ago today, the Nazi regime surrendered to the Allied Powers, marking the end of WWII in Europe. 

Today, we celebrate the brave patriots who fought back Nazi tyranny to preserve our liberty and freedom for future generations. #VEDay75 https://t.co/o5qXoJN33w"
25,"Over the last several weeks, I know many of us have turned to prayer for understanding in these crazy and uncertain times. 

Today, on #NationalDayofPrayer, I hope you will join me and continue praying for the health and safety of our community and country. https://t.co/Co0xGhuWYe"
26,"Nancy Pelosi has stalled the government’s response to the #coronavirus since day one. 

When @POTUS first asked Congress for funding to expand testing, Pelosi refused to hold a vote on it for 10 days.

What did she have time to hold a vote on instead?

Banning flavored tobacco."
27,"I keep working w/ the Trump Admin to prioritize the needs of rural America. 

Yesterday, I spoke w/ @DepSecHargan about how @HHSGov can best support rural health care providers.

I also thanked him for implementing my request to expand telehealth services. A big win for rural MO."
28,"From the start, @POTUS Trump took decisive action to help protect the health and safety of the people of Missouri. 

He quickly approved Governor Parson’s request for a major disaster declaration, which made critical assistance immediately available to MO. https://t.co/FsarArBX4F"
29,".@POTUS Trump’s strong leadership has been instrumental in protecting southern Missourians during the coronavirus outbreak. 

His Administration has awarded more than $4.1 million to support small rural hospitals and promote telehealth in our communities. https://t.co/oxHk4y5BuX"
30,"According to one estimate, Missouri has lost $44 billion from #coronavirus shutdowns, a global pandemic that happened because of China’s deceit &amp; coverup.

This is absolutely unacceptable.

I'm glad Missouri is taking the lead &amp; holding #China accountable. https://t.co/8bqTEAFHpr"
31,"Held a call with 55 of our elected officials from across southern Missouri. 

Our local communities have led the response to the coronavirus and they will drive our recovery as well. 

I want to make sure rural Missouri has all the resources we need to fully recover."
32,"2019 was the worst year for rural hospital closures since 2010.

Yet 2020 could be even worse due to the #coronavirus.

That’s why I’m calling on Congress to forgive Medicare payments that would cause financial hardship for our hospitals.

Thanks, @RepMcKinley for your support. https://t.co/wER9ymCMWU"
