,Tweet
0,"Latinas on avg still make just 55 cents on the $1 as compared to white, non-Hispanic men. COVID has worsened this wage gap, causing many to choose between providing child care &amp; working on the frontlines- often w/ little to no protection. Latinas &amp; their families deserve better. https://t.co/EdXKOHBSTo"
1,Met w/ SGV &amp; Gateway COGs on COVID’s impacts on our region/the need for local govt relief. Heroes Act provides funds for first responders/healthcare workers/housing assistance/homelessness projects &amp; biz development. We appreciate the COGs’ support of our work to deliver relief. https://t.co/26rCGqoOiF
2,RT @lapublichealth: We must reduce our community transmission rates to move into Tier 2 and that requires all of us in LA County to use the…
3,Anyone who may have seen anything/have information that may help the investigation should report it to the @BaldwinParkCA_ Police Dept at 626-960-1955 or @FBILosAngeles at 310-477-6565 or https://t.co/ulNTD54u2i.
4,"RT @JECDems: Rep. @gracenapolitano, Co-Chair of the Congressional Mental Health Caucus: ""I thank the Joint Economic Committee for releasing…"
5,"RT @JECDems: REPORT: The combined health and economic shocks of the #COVID19 pandemic have led to an unprecedented #mentalhealth crisis.

C…"
6,"The #2020Census fights injustices by providing:
-Funds for health care, food, housing
-Say in who leads political institutions
-Ability to gather evidence to protect people from discrimination
-Democracy: every voice &amp; vote valued
Visit https://t.co/LOTPMf8d7e / call 844-330-2020"
7,"As the global pandemic rages on, it continues to take a great toll on our mental well-being. Fear/anxiety about COVID can be overwhelming &amp; cause strong emotions.There is NO shame in this at all. Remember, you’re not alone &amp; it’s ALWAYS okay to ask for help. #WorldMentalHealthDay"
8,In our meeting yesterday @ToksOmishakin made 2 requests of Congress: Pass a COVID Relief bill to help states/local govts &amp; Pass the Moving Forward Act (HR 2) to provide long-term infrastructure funding for CA &amp; the nation. Both bills passed the House and are sitting in the Senate https://t.co/JkvJ16UqBi
9,"@ToksOmishakin @CaltransHQ @CaltransDist7 Pleasure speaking with you on these important issues on behalf of my constituents &amp; all Californians. Very glad to know Caltrans provides PPE to frontline workers/follows all COVID protocols. Transportation workers, like all essential workers,MUST be protected on the job!"
10,"Remember-you may not know you’ve contracted COVID-takes up to 14 days to test positive from time of exposure 

Wear a mask when u leave your home, wash hands often, keep at least 6 ft of distance from others

The virus is extremely serious/can be passed on to anyone, young or old"
11,"@directorLACDMH Thank you, Dr. Sherin! Wouldn’t have been possible without LA County’s steadfast support. We’re so fortunate to have you fighting to improve mental health care for all residents. Grateful for your partnership and friendship."
12,"In passing the Mental Health Services for Students Act we are beginning to seriously address the unfolding children’s MH crisis, while sending a powerful message of hope to students across the country who may be struggling; it is always okay to ask for help. @800273TALK"
13,"I am so very grateful to my constituents, House colleagues, and the countless MH professionals &amp; advocates who contributed toward today's historic passage."
14,"BREAKING NEWS: The Mental Health Services for Students Act (HR 1109), authored by myself &amp; @RepJohnKatko, just unanimously passed the House! https://t.co/wr5Yc0oIdq"
15,"We all must pay our fair share of taxes, otherwise who will pay for our public services? Including all politicians, starting with White House residents on down. Lead by example."
16,"Everyone who is eligible, regardless of political affiliation, has the opportunity to make their voices heard through their vote and our democracy depends on it. On this #NationalVoterRegistrationDay, make sure you &amp; your loved ones are registered to vote. https://t.co/3YSiGV8jKO https://t.co/jcjoNoSsmz"
17,The Fallen Journalists Memorial Act (HR3465) has unanimously passed the House! Our bill honors sacrifices/pays tribute to those who died on front lines of battle or while simply fulfilling their duty to deliver the news. I thank @TomColeOK04 &amp; all our colleagues for their support
