,Tweet
0,RT @TeamPelosi: Justice is on the ballot. Justice in health care. Justice in policing. Reproductive justice. Racial justice. Environmental…
1,"RT @tribelaw: .@BarackObama in Florida: “What’s Trump’s closing argument? That people are too focused on COVID! … COVID, COVID, COVID -- he…"
2,"RT @thehill: Former top Trump adviser says administration ""could have saved more lives with a different, faster approach"" to coronavirus ht…"
3,"RT @wolfblitzer: When it comes to the Covid-19 pandemic, @realDonaldTrump repeated today: ""We're rounding the turn."" That's not true. There…"
4,"RT @civilrightsorg: Today and every day, we remember Rosa Parks – who died #OTD 15 years ago.

We have to continue to honor her legacy by b…"
5,Rounding the corner and about to get hit head-on by a #COVID19 Mack Truck.  @realDonaldTrump has failed in his most basic job to protect the American people.  220K dead and counting.  He is #Unfit #Unhinged #IncompetenceKills time for him to go. #GoVote #BidenHarris2020 https://t.co/WKTZ9Yf0h8
6,⁦@realDonaldTrump⁩ is an #unfit #incompetent #racist who has disqualified himself from serving in public office. No more excuses for his inhumanity and hate. #TimeForHimToGo #GoVote #Debate2020 #PresidentialDebate2020 #PresidentialDebate https://t.co/78wxlnaKAc
7,⁦@realDonaldTrump⁩ has failed in his most basic job to protect the American people. 220K Americans dead from #COVID19 because Trump still has no plan and refuses to take responsibility.  #Debates2020 #PresidentialDebate2020 #TimeForHimToGo https://t.co/7V4bXH11b9
8,"RT @LCVoters: Rather than listening to the millions who've already cast 
 ballots, they're rushing to confirm a nominee who thinks climate…"
9,"RT @LacyClayMO1: In memory of the brave souls who came before us, and with hope for the children who will follow us. #GoVote #November3rd #…"
10,"RT @DeadlineWH: ""Biden has been empowered by movements that rose up in the wake of Trump... It's been the people on the ground... who have…"
11,"RT @JoeBiden: America is a nation that values immigrants. It is and has always been one of our greatest strengths.

We need a president who…"
12,"In memory of the brave souls who came before us, and with hope for the children who will follow us. #GoVote #November3rd #MarchToThePollsForJoe https://t.co/cB4UEA1UUk"
13,#DrFauci is right. #AgentOrange failure to take responsibility has led to the deaths of over 220K Americans.  @realDonaldTrump failed to protect the American people from #COVID19 He is #unfit #unhinged #unwell #TimeToGo #GoVote  https://t.co/dmkiSeBhCP
14,#DrFauci is right. #AgentOrange failure to take responsibility has led to the deaths of over 220K Americans.  @realDonaldTrump failed to protect the American people from #COVID19 He is #unfit #unhinged #unwell and still puts thousands of lives at direct risk for his ego. #GoVote https://t.co/VM4nuZ7Fxo
15,RT @DrTomFrieden: Less than 15 percent of Americans have been infected by Covid. If immunity is strong &amp; long-lasting (it may well be neith…
16,"RT @DrTomFrieden: Covid is still out of control because our national response failed. Many, if not most, of the deaths in the US did not ha…"
17,"RT @HillaryClinton: Americans are sick of the Trump reality show. Let’s cancel it for good, shall we?"
18,"RT @AshaRangappa_: My latest for @cnn on the real question raised by Barr's failed ""unmasking"" probe: What, exactly, was Flynn up to that r…"
19,"RT @thehill: JUST IN: Pelosi letter slams Trump for 'delay, denial, distortion' on coronavirus https://t.co/uEYQR3acPl https://t.co/jivJR69…"
20,"RT @votesaveamerica: Mitch McConnell, who controls the Republican-led Senate, has stalled every important bill passed by House Democrats, i…"
21,"RT @kyledcheney: JUST IN: A federal judge, who has been sharply critical of Barr and DOJ, is asking the department to determine whether Tru…"
22,#covidcoverup in full force.  More dead Americans. https://t.co/Mx3J3uoLT0
23,"Tonight we saw a remarkable contrast between #KamalaHarris intellect, integrity, compassion and competency as compared to Mike Pence’s complicity in the #TrumpCOVIDCoverup ...the most incompetent and deadly failure by any presidential administration in U.S. history. #VPDebate https://t.co/K8YnZnJnW7"
24,"#HeroesAct is ready to help. We want a deal, but @realDonaldTrump doesn't give a damn about #SmallBusiness and the millions of Americans who work at them. #Shameful #stimulus NOW @TeamPelosi https://t.co/wNnC4KaFrn"
25,"RT @TeamPelosi: In a pandemic so pervasive, let’s not forget that Republicans are moving full steam ahead to destroy the Affordable Care Ac…"
26,Glad that @TeamPelosi is OK. Today is not a day for politics. Sending healing prayers for @realDonaldTrump @FLOTUS and every American suffering from #COVID19 #MaskUp #MaskUpAmerica #StopTheSpread #CoronaVirusUpdates https://t.co/l9x9OvXKQk
27,#BeLikeJoe #MaskUp  #DrFauciIsRight #BidenHarris2020 https://t.co/JbDYT2hfVC
28,RT @LacyClayMO1: #MaskUp #BeLikeJoe
29,#MaskUp #BeLikeJoe https://t.co/70ITcdHDTs
