,Tweet
0,"Praying for Corporal Prescott tonight. 

Remember the sacrifices made every day by the men and women in blue who risk their lives to protect our communities. https://t.co/doYUAcp6og"
1,"Yesterday was a momentous occasion for nuclear cleanup.

Thank you to everyone, especially the workers, who made the completion of the cleanup operations at the East Tennessee Technology Park a reality.

I'm proud to serve as the Chairman of the House Nuclear Cleanup Caucus. https://t.co/eteAUzlGMQ"
2,"Happy 245th birthday to @USNavy! 

I am forever grateful for the brave men and women who have served and currently serve. https://t.co/MG7y5ph7xI"
3,".@MarshaBlackburn: “Given your track record you’d think that my [Dem] colleagues would jump to at the opportunity to support a successful, female, legal superstar who is highly regarded by both her Democratic &amp; Republican colleagues &amp; who is a working mom”
https://t.co/YsqNvxJfLe"
4,"I too am a Catholic who tried to save money on housing in law school and got married shortly after law school.

Amy Coney Barrett is a fantastic judge and she will be confirmed because of that. Desperate attacks on her religion have no place here. https://t.co/ZY6i4IKDYg"
5,"I am praying for a speedy recovery by the President and First Lady from COVID-19.

Our nation is behind you and we will get through this. https://t.co/FfBKMYa2tf"
6,"Today is #POWMIADay, remember the brave men and women who are  prisoners of war and those who are missing in action. 
 
You are not forgotten. We honor you. https://t.co/3Hbd6mh6pa"
7,"September 11th is a date that will forever live in infamy for our nation and the world. 

Let us come together today as we remember the lives lost and honor the heroes who did not hesitate to rush into action.

We will #NeverForget. https://t.co/nEFkV6iHK4"
8,"Brenda and I are praying for the family of U.S. District Judge Pamela Reeves who passed away this morning after a long fight with cancer. 

She became chief judge for the district in April 2019 and was a trailblazer for women in Tennessee. 

She will be missed dearly."
9,"Today, I held a virtual military academy service day. 

This event allows East Tennesseans, who are considering attending one of our nation’s military academies to speak with representatives from all five academies. 🇺🇸
https://t.co/9VkC87MYlY https://t.co/B0dshi2lKT"
10,"100 years ago the United States ratified the 19th amendment finally guaranteeing women the right to vote.

Today, I am honored to serve in Congress alongside many women who continue to break glass ceilings, including Tennessee's first female Senator @MarshaBlackburn. https://t.co/cFbto6CdKh"
11,"Please join me in praying for my friend @RepMikeCarter as he fights COVID-19.

Mike was admitted to the ICU yesterday. https://t.co/j5ryccHzph"
12,"Student athletes want to play football this fall.

Schools have taken their players’ safety and health seriously.

I’m glad to see @UTKnoxville leading the way for a 2020 college football season 🏈. https://t.co/oKdFRpfRch"
13,"Join me in honoring our nation’s heroes who have risked everything in defense of our freedom.

Thank you to our brave service members, we are forever indebted to you for your sacrifice. https://t.co/h3LfJ4jSsj"
14,"RT @dcexaminer: ""These people who would desecrate any house of worship — whether it is a Catholic church or any other house of worship — ne…"
15,"RT @JerryDunleavy: ""These people who would desecrate any house of worship — whether it is a Catholic church or any other house of worship —…"
16,Today is @USCG’s 230th birthday! Thank you you to the brave men and women who keep our coasts safe. 🇺🇸
17,"If you have recovered from Coronavirus you can donate your plasma to help save lives.

Check out https://t.co/t9ximCHtjw to learn more.

Watch my friend @RepBradWenstrup explain more ⬇ https://t.co/f0dlfe3Glh"
18,"We have so many brave men and women from East Tennessee who choose to serve this great nation in uniform. 
 
We are indebted to all of them. 
 
I am so glad to hear that your brother is home safe. Please tell him how grateful I am for his service. 🇺🇸 https://t.co/XlV9kFr9Bu"
19,"Great work by the @CBP officers who detained a shipment of almost 13 tons of wigs &amp; other human hair products which are suspected of being made through forced labor in Xinjiang, China. https://t.co/92hWKoahqz"
20,"On Father’s Day, I’m thinking about my dad Max Fleischmann, whom we lost in 2013. 

Grateful for all that he taught me and for helping make me who I am today. 

Becoming a father is a profound moment and I am incredibly thankful to be a father of three sons. https://t.co/cXVvwlsSQH"
21,"Today, I held a virtual meeting with the United Way of Tennessee to discuss legislative priorities as we continue to navigate the COVID-19 pandemic as a community and as a nation. https://t.co/3thTGCmswQ"
22,"I support @POTUS's E.O. on safe policing for safe communities.

Calls by the radical left to defund our police departments are incredibly dangerous &amp; irresponsible

I will always support the brave officers who work tirelessly to keep our communities safe⬇️
https://t.co/8XLKTlF6jB https://t.co/X2G0Q86Inu"
23,"Great discussion with the Oak Ridge Chamber of Commerce. We discussed the economy, what the federal government is doing to assist localities in response to COVID-19, and securing assistance for small businesses. https://t.co/2Redm5tteJ"
24,"On June 4, 1989 the Chinese Communist Party instigated a deadly crackdown against student-led protestors in Tiananmen Square.

We must honor those who lost their lives in the Tiananmen Square massacre by continuing to support democracy &amp; freedom abroad.
https://t.co/BihA2E3gML"
25,I also want to applaud the work of our local journalists who are continuing to work around the clock to ensure our community stays informed @WRCB @wdefnews12 @newschannelnine @TimesFreePress @knoxnews @6News @wvlt @wbir @Chattanoogancom @theoakridger
