,Tweet
0,"The #PaycheckProtectionProgram has been a lifeline for millions of small businesses during the COVID-19 pandemic, but @SpeakerPelosi &amp; @HouseDemocrats are more concerned with not giving @realDonaldTrump a “win” before the election than supporting Americans in need. https://t.co/CKNuyBaqK5"
1,"For 245 yrs, @USNavy has brought peace, security &amp; humanitarian relief to regions around the world w/ a tradition of honor, courage &amp; commitment. It's an honor to serve on @HASCRepublicans to support their important missions &amp; the brave Sailors who protect our nation. #Navy245 https://t.co/MNJUcOK8dT"
2,"Tomorrow (10/2) at 4PM ET, Paul Lawrence, Under Secretary For Benefits at @DeptVetAffairs, will host a call with Georgia veterans and their families to discuss COVID-19 resources, the Blue Water Navy Act, and the Solid Start program. You can join the call at 833-380-0417. #GA08 https://t.co/hG6DsVRia9"
3,"Had a great call this morning with @UnitedFresh to discus ways to help the industry weather impacts of COVID-19, remedies for unfair trade practices, &amp; encouraging retailers to buy American produce. I remain committed to our farmers &amp; helping them through these difficult times. https://t.co/8IaGxb8qvJ"
4,"Ruth Bader Ginsburg served our nation on its highest Court for nearly 30 years, and we remember Justice Ginsburg for her life of service to our country and pray for her family and friends who are grieving during this difficult time."
5,"This image is of the Pentagon 9/11 Memorial, a moving tribute to the 184 people who died there. If you’re ever in DC, I’d encourage you to visit this place &amp; honor the nearly 3,000 people who perished on 9/11 in VA, NYC, &amp; PA. While they are gone, they are never forgotten. https://t.co/LyT08VTLPh"
6,"Nineteen years later, we continue to pray for those who lost their lives on 9/11 &amp; their loved ones who are forever changed by this national tragedy. We also recognize the countless first responders &amp; everyday people who rushed towards the devastation to help. #NeverForget https://t.co/WDKYTu1YUe"
7,"Seventy-five years ago today, victory was declared over Japan, marking the end of World War II. We are forever grateful to those who fought for freedom and liberty around the world. God Bless the Greatest Generation. #VJDay https://t.co/GUvbDZjmtK"
8,"Today is #PurpleHeartDay, a time to remember &amp; honor the sacrifices made by Purple Heart veterans &amp; all members of our armed forces. This award, given to those wounded in combat or who lost their lives in defense of our nation, represents courage, sacrifice, commitment, &amp; heart. https://t.co/NwurJ3oVev"
9,"Supporting rural hospitals and health care facilities during the COVID-19 outbreak has been a key priority of mine. That's why I introduced the Assistance for Rural Health, Safety, and Educational Facilities Act (H.R. 7758). You can learn more here: https://t.co/FSgQ8DW04N"
10,"Earlier this week, @realDonaldTrump signed an executive order to enhance telehealth services in #RuralAmerica. This will not only improve care and treatment options for our rural communities now, but it'll also positively impact them for years to come. https://t.co/8Wa9I9D2Jc"
11,"Our prayers &amp; condolences are with the family &amp; friends of Herman Cain, who passed yesterday. Herman exemplified the American dream &amp; was a conservative voice in Georgia for decades. He will be greatly missed by many in our state &amp; across the country. https://t.co/RMvy8QP00V"
12,"The deadline to apply for @SBAgov's Paycheck Protection Program is June 30. PPP has been a lifeline for millions of small businesses, keeping doors open &amp; Americans on payroll during the COVID-19 outbreak. 

Small businesses looking for info should visit https://t.co/QRlzPxi6ji. https://t.co/8v8PfTWbXB"
13,"I appreciate the @macon_chamber inviting me to join a virtual meeting with Middle GA business &amp; community leaders this morning. We discussed the congressional response to COVID-19, resources for businesses impacted, an outlook for GA Ag, the defense spending bill, &amp; more. #GA08 https://t.co/60rlZsIoB3"
14,"This afternoon, I joined @agripulse to discuss issues impacting our farm economy and rural America, including the congressional response to COVID-19, rural health care, and the case for writing a new Farm Bill. You can watch at the link below. https://t.co/npNeSfusGq"
15,"Our prayers are with Reps. Andy Barr and Jim Sensenbrenner whose wives both passed this week. We pray for comfort for them and their families, friends, and staffs during this very difficult time."
16,"For the past 245 years, countless men and women have answered the call to serve our nation and fight for the freedoms we enjoy today. Happy Birthday to the @USArmy and to all the Soldiers who have served our country with distinction. https://t.co/6GdiyuTrO2"
17,"76 years ago, Allied forces bravely stormed the beaches of Normandy to bring liberty and freedom to occupied Europe. Today, we remember those brave men who charged forward into darkness to liberate their fellow man from Nazi tyranny. God Bess the Greatest Generation. #DDay76 https://t.co/uxMRp3UNQE"
18,"....I hope that America will focus on the peaceful movement &amp; reflect upon the good we see in it, including law enforcement arm-in-arm with those who have come to march.

Only a peaceful movement allows us to celebrate the life &amp; protest the death of George Floyd &amp; others...."
19,"I am deeply saddened to hear of former Rep. Sam Johnson's passing. Sam was an American patriot &amp; Vietnam POW who served in the U.S. Air Force for 29 yrs &amp; House of Representatives for more than 20 yrs. He was a giant among men who inspired many, &amp; our prayers are with his family."
20,"While many are enjoying time with friends and family today, let us not forget the real reason for #MemorialDay. Please join me today in honoring those who have made the ultimate sacrifice for our freedoms. God Bless our fallen warfighters, and God Bless our great country. 🇺🇸 https://t.co/ZcnWqkSRo4"
21,"COVID-19 has forced everyone to quickly modernize workplaces and supply chains, and it is as important as ever that the federal government understands new technologies and partners closely with industries that can bring the federal government into the 21st century...."
22,"This afternoon, aircraft from Moody Air Force Base will conduct fly-overs in #GA08 to salute health care workers amid COVID-19. God Bless Team Moody as they salute our medical professionals, &amp; we wish all health care workers good health &amp; safety during this time. #MoodySalutes https://t.co/KIKHzm8HGA"
