,Tweet
0,"The administration has taken the side of big polluters. It will lead to sickness, premature deaths, and environmental damage, especially in and around low-income communities.

It’s the wrong side, and I joined @RepDMP to strongly oppose rules that put profits before our health."
1,"I’ve cosponsored the “Save Our Stages” Act to extend critical financial support to keep independent live music venues afloat during this pandemic. Our country must not lose these venues, which bring us so much joy and community. https://t.co/DZ2CBFrqs2"
2,"We need to prevent the next pandemic before it starts. I joined @RepRoKhanna on a letter calling for new investments in U.S. and global health programs, an end to discriminatory health and environmental practices, and the creation of 250,000 new health jobs."
3,"The vaccine process must be totally above politics, and completely based on science. I again call on the administration to stop politicizing the health and safety of the American people and undermining the FDA’s efforts to keep us safe."
4,This week we celebrate our first resonders; we honor the men and women who risk their lives to keep us safe by putting service before self. Thank you for everything you do and for always being there for us.
5,"We can't beat this pandemic by pretending it doesn't exist. @HouseDemocrats have been fighting for testing, tracing, and treatment but the White House refuses to act. https://t.co/st31yLzUjb"
6,"Today the White House sent out a press release of their ""accomplishments."" It included ""Ending the COVID-19 Pandemic.""

Saturday was the new single day record for confirmed infections."
7,Evictions during the COVID-19 pandemic are heartless and preventable. I introduced legislation to create an automatic eviction moratorium during disasters because no one should lose their home during a crisis outside their control.
8,"The @CDC’s limited eviction moratorium has been undercut even further by the Trump Administration, which is taking the side of landlords even as Central Florida sees an influx of homeless families at local shelters. We must do more."
9,"Congratulations to the 100+ @Olympia_OCPS Titans who were inducted into the @nhs_njhs last night! 

Thank you to Principal Christy Gorberg and Student President Justin Lewis for inviting me to this auspicious event. https://t.co/PBtew8Ycvd"
10,"President Trump said that he will reveal his “secret” health care plan after the election.

Republicans have been saying for ten years that they’ll unveil their plan to replace the Affordable Care Act “soon.”

There is no plan. https://t.co/DoNMeX7XPE"
11,"We’re not past this pandemic. In fact, it’s getting worse, with a tough winter ahead. The GOP is sacrificing the health and safety of the American people in order to confirm their far-right judicial nominees."
12,"As I told @JoyAnnReid last night, I believe through all of the intimidation, whether from domestic sources or foreign sources, people on the ground are sick and tired of it and they will not be deterred. #TheReidOut https://t.co/UXrdpMvXXr"
13,I had the pleasure today to tour the @DrPhillipsCtr and the construction of the new Steinmetz Hall. We passed funding to “Save Our Stages” as part of the COVID-relief HEROES Act. We also passed renewal of the PPP program to help nonprofits and businesses keep staff on payroll. https://t.co/bzQOl6P3qz
14,Central Florida breast cancer patients who are struggling financially should reach out to the Breast Cancer Foundation of Central Florida. Assistance may be available. #BreastCancerAwarenessMonth https://t.co/XeJY8JrFg0
15,America is at our best when we work with other nations as a global leader. I joined @RepJudyChu and @BradSherman to call for a restoration of decades of successful international coordination on global health. A global pandemic needs a global response.
16,"Amy Coney Barrett ruled that a supervisor who called a Black employee the n word HADN’T created a hostile work environment. If she can’t understand why having a racist boss is a problem, she shouldn’t sit on the Supreme Court."
17,"Voted early this morning with @OCFLMayor. Generations of Americans have struggled and died for our democracy. No matter who you vote for, make sure your vote counts. Vote early. https://t.co/TO2cWVO5Lr"
18,"The #covid pandemic is causing waves of evictions. Congress must do more.

In the meantime, #KnowYourRights. Protections from eviction are available: https://t.co/cN6sKolXG2"
19,"Our subscribers have received insider information about Congress and invitations to special events on voting information, COVID updates, and more. Make sure you sign up here to receive important updates from our office: https://t.co/pi5I3qnXtc"
20,"The COVID crisis is tearing families from their homes. This didn’t have to happen. The Governor needs to reimplement Florida’s eviction moratorium, and the Senate needs to pass rent relief. https://t.co/0uMIrtBtyp"
21,"More than half of households with children are struggling with childcare during this pandemic. @HouseDemocrats have made family assistance and childcare a top priority, but the GOP refuses to meet us halfway. Contact your senators and demand action."
22,"Thursday and Friday, the Orange County Medical Clinic will be giving tests to residents ages 12 and up. You do not need to be showing symptoms of COVID-19 to get a test, but an appointment is encouraged. https://t.co/w0txWGG4ZO"
23,"Just a single person not being counted in the census costs our community nearly $1,000 in health care funding. Make sure your friends and family have completed the census."
24,"Fed Chairman Powell said this week that if we fail to pass #covid relief, it will create “unnecessary hardship,” family and business bankruptcies, and hold back wage growth. The president needs to come back to the negotiating table."
25,"Cities, states and towns are running out of money to pay first responders and health workers during this crisis. Our legislation would ensure that these public servants can stay on the payroll."
26,"With other members of the @ProChoiceCaucus, I’ve written to Senate leadership urging them to reject President Trump’s extreme anti-choice nominee and instead focus on the #covid relief they’ve been ignoring for months."
