,Tweet
0,Trump &amp; #MoscowMitch rushed confirmation of #AmyConeyBarrett to seal Trump’s desire to KILL Obamacare. To kill Obamacare in the middle of #COVID19 is HEARTLESS &amp; COLD BLOODED! Trump &amp; his whole Cabinet have to go!
1,Inglewood sisters 12 yr old Kimora &amp; 8 yr old Kylie are suffering from sickle cell disease &amp; are in extreme pain. I’m thankful to DKMS for helping the family find bone marrow donors. https://t.co/tEckST45RQ
2,🚨 Attn. South Bay small businesses! I’m hosting a webinar tomorrow to discuss my work on emergency COVID19 legislation that passed last spring to assist small businesses. Join us for assistance &amp; info that could help your business during the pandemic. https://t.co/jq323cU3v0
3,I’m so happy Scarface the rapper has survived #coronavirus but he’s left w/ the need for a kidney. Scarface has put out the call for a kidney donor. TI is doing his best to assist him &amp; I also wish for a donor to respond ASAP.
4,"No, Trump! YOU are the monster! You caught a deadly virus &amp; have turned the White House into a hot spot! U don’t care who gets sick or dies on your staff or among your supporters! U are an abomination &amp; a disgusting human being! I can’t wait to see you in prison where you belong!"
5,"#COVID19 is worsening! Infections are spiking across the country. The President has coronavirus &amp; he’s probably infected dozens of people in his circle! Republicans in Congress, how can you remain silent? You’re complicit by ignoring the lack of leadership during this crisis!"
6,"Of course we wish well all who are victims of #COVID19. However, we must call to account those who have ignored the advice of experts &amp; chose to endanger themselves &amp; others and thus become victims - that includes the President of the United States."
7,"I want to express my sincere condolences to the family of Justice Ruth Bader Ginsburg, a titan &amp; legend on the Supreme Court whose undeniably brilliant legal mind &amp; dedication to justice &amp; equality moved our country forward. We’ve lost a champion tonight, but her legacy lives on."
8,"On this 19th anniv of 9/11, let’s all reflect on our responsibility to one another &amp; recommit ourselves to fully embodying what it means to serve our communities &amp; our country. My condolences are w/ the families &amp; loved ones of those whose lives were taken. We will #NeverForget."
9,"Today, I’m reminded of the bravery &amp; resilience of NYC, our 1st responders &amp; our troops. As we confront COVID19, let’s lift up our nation’s many heroes who are willing to put their lives on the line in times of crisis in service to their neighbors. We will #NeverForget 9/11."
10,"Today, I’m also reminded of the courage of the heroes onboard #UnitedFlight93 who sacrificed their own lives to take control of the plane from terrorists so it could not be used as a weapon agnst their fellow citizens. They used their final moments in service to their country."
11,"The heroism demonstrated by 9/11 first responders &amp; ordinary citizens who sacrificed their own lives to save their neighbors is the type of courage we are seeing today among our doctors, nurses, postal workers, &amp; other essential employees working during the coronavirus pandemic."
12,"I’ve never seen a more disgusting &amp; pathetic excuse for a human being than  Donald Trump! Several news orgs + Fox confirm Trump called US war dead losers &amp; suckers just like he called Sen. McCain! Trump is a con who only cares abt his next hustle! HE is the loser, not our troops!"
13,I’m heartbroken at the loss of #ChadwickBoseman. He was was a tremendous actor who brought  some of our community’s heroes to life. My prayers are w/ his family. His legacy will endure. Wakanda Forever! https://t.co/Yh7dXbdcjM
14,"RT @thereidout: ""I witnessed the first woman who was selected to be vice president, Geraldine Ferraro. At that time, we couldn't even envis…"
15,Trump lives in the WH rent free. Some congressmembers have lived in their offices rent free - the same members now refusing to support rental asst. for families w/ little or no $ during pandemic. How cruel can they be? I’m fighting to force GOP negotiators to stop the bull!
16,RT @ABCWorldNews: Rep. Maxine Waters grills CDC Dir. Robert Redfield on Trump administration's new requirement that hospitals report COVID-…
17,RT @nowthisnews: Rep. Maxine Waters grilled CDC Director Redfield about the Trump admin’s decision for hospital data to circumvent his depa…
18,"Make no mistake, a wannabe dictator who’ll tear gas his own citizens, invade American cities w/ unidentified federal troops, while using DOJ to get his criminal friends out of jail, will stop at nothing to stay in power! Trump won’t leave WH willingly. We must prepare now!"
19,"16THDAY! Trump, it’s been 16DAYS since I sent Cabinet a letter asking U to use the Defense Production Act to get more personal protective equipment to our hospitals &amp; clinics so desperately in need of equipment to deal with surge in #Coronavirus infections.#NoresponsePeopleRDying"
20,"15THDAY! Trump, it’s been 15DAYS since I sent Cabinet a letter asking U to use the Defense Production Act to get more personal protective equipment to our hospitals &amp; clinics so desperately in need of equipment to deal with surge in #Coronavirus infections.#NoresponsePeopleRDying"
21,"14THDAY! Trump, it’s been 14DAYS since I sent Cabinet a letter asking U to use the Defense Production Act to get more personal protective equipment to our hospitals &amp; clinics so desperately in need of equipment to deal with surge in #Coronavirus infections.#NoresponsePeopleRDying"
22,RT @COVIDOversight: .@RepMaxineWaters to @CDCDirector: When did you first learn the Admin planned to move the data from @CDCgov to a differ…
23,RT @atrupar: .@RepMaxineWaters grills Redfield about who made the decision to move federal government coronavirus data from the CDC to HHS…
24,"13THDAY! Trump, it’s been 13DAYS since I sent Cabinet a letter asking U to use the Defense Production Act to get more personal protective equipment to our hospitals &amp; clinics so desperately in need of equipment to deal with surge in #Coronavirus infections.#NoresponsePeopleRDying"
25,"12THDAY! Trump, it’s been 12DAYS since I sent Cabinet a letter asking U to use the Defense Production Act to get more personal protective equipment to our hospitals &amp; clinics so desperately in need of equipment to deal with surge in #Coronavirus infections.#NoresponsePeopleRDying"
26,"11THDAY! Trump, it’s been 11DAYS since I sent Cabinet a letter asking U to use the Defense Production Act to get more personal protective equipment to our hospitals &amp; clinics so desperately in need of equipment to deal with surge in #Coronavirus infections.#NoresponsePeopleRDying"
27,"10THDAY! Trump, it’s been 10DAYS since I sent Cabinet a letter asking U to use the Defense Production Act to get more personal protective equipment to our hospitals &amp; clinics so desperately in need of equipment to deal with surge in #Coronavirus infections.#NoresponsePeopleRDying"
28,"8TH DAY! Trump, it’s been 8 DAYS since I sent Cabinet a letter asking U to use the Defense Production Act to get more personal protective equipment to our hospitals &amp; clinics so desperately in need of equipment to deal with surge in #Coronavirus infections.#NoresponsePeopleRDying"
29,"7TH DAY! Trump, it’s been 7 DAYS since I sent Cabinet a letter asking U to use the Defense Production Act to get more personal protective equipment to our hospitals &amp; clinics so desperately in need of equipment to deal with surge in #Coronavirus infections.#NoresponsePeopleRDying"
30,"RT @thereidout: ""Who are these people? Why do they have these kind of uniforms on where they cannot be identified. We don't know their name…"
31,"RT @rolandsmartin: Tune in, @RepMaxineWaters joins us on #RolandMartinUnfiltered to discuss the Trump admin's failed response to the COVID-…"
