,Tweet
0,RT @SecBernhardt: Earlier this month @RepStefanik and I worked together to make this happen. Outdoor recreation has a huge mental health be…
1,"Today, on #NationalDayoftheDeployed , we are thinking of all of our men and women in uniform from across the United States who are currently deployed around the world. We thank them and their families for the sacrifices they make to defend our country! 🇺🇸"
2,"I am honored to be nominated by the @NYFarmBureau and recognized by the @FarmBureau for my advocacy on behalf of North Country farmers, who are truly essential to our economy and culture. I am proud to be their #1 advocate in Congress. 
https://t.co/2OzBmE8hvL"
3,"This week, I sent a letter to the Department of Defense requesting improvements for the SkillBridge USA program, an important transitioning program for our servicemembers who are returning home. Read more here ⬇️
https://t.co/xWxmE8W3N2"
4,"Today is #EmergencyNursesDay. We are always grateful for our nurses and medical professionals, but we are especially grateful to them this year for stepping up to the challenges that the COVID-19 pandemic has caused. Thank you to all of our hardworking #NY21 emergency nurses! 🩺"
5,Happy #NationalFarmersDay to all of our #NY21 farmers who go above and beyond to provide safe and abundant food for all of us. We are grateful for your hard work and dedication. You’re all outstanding in your field! 🌾🍎🐄🐓🚜🌽
6,"Today is #WorldMentalHealthDay - and this year it comes at a challenging time for many of us. If you are struggling, know that you are not alone. Mental health is just as important as physical health and it is crucial that we discuss these issues within our communities."
7,"JUST ANNOUNCED: @USDA Rural Development funding for Community Health Centers of the North Country ⬇️
https://t.co/J0tvbFEK2Q"
8,"October is Agent Orange Awareness Month. Agent orange was used in chemical warfare by the United States in Vietnam. We recognize the thousands of brave Vietnam Veterans, including many in #NY21, who have fought and are still fighting illnesses related to Agent Orange exposure."
9,"This week is #FirePreventionWeek2020 - the longest-running public health observance in the U.S. Kids, adults, &amp; teachers annually learn how to stay safe in case of a fire. This is also time to thank our wonderful #NY21 firefighters and first responders!
https://t.co/zfPVVzF23u"
10,"Today is #WorldSchoolMilkDay! I am a proud supporter of initiatives in Congress that increase childhood access to milk and dairy products. I am a cosponsor of the Whole Milk for Healthy Kids Act, legislation that would allow schools to offer more milk options to our students. 🥛"
11,"@CDCgov released a new framework for the Prevention and Control of Lyme &amp; Other Tick-Borne Diseases. Many in #NY21 are affected by Lyme Disease. I cosponsored the TICK Act, a bill that developed this national strategy. Learn more about the framework here: 
https://t.co/JDk3nqeket"
12,"RT @HouseGOP: .@China_TaskForce's report is a roadmap to:
+ Hold the CCP accountable for their role in the COVID-19 pandemic
+ Bolster our…"
13,"🎉Congratulations to three members of the #NY21 community who are Stanley Cup Champions - the Tampa Bay Lightning's Zach Bogosian, player from Massena, as well as Assistant Coach Derek Lalonde, from Brasher Falls, and talent scout Brian Putnam from Potsdam! Great work!🏒"
14,"✅Passed the House: the School-Based Health Centers Reauthorization Act, legislation I helped introduce. School based health centers are critical to providing #NY21 children with care, especially in our more rural areas. https://t.co/nDK7PSzbJG"
15,"✅PASSED THE HOUSE: Horseracing Integrity Act, legislation that creates an independent regulatory process and safety programs to help ensure health and safety in our historic horseracing industry. 🐎Read more below ⬇️
https://t.co/6anyEk6Y6N"
16,"RT @usdafsa: Join us Thursday, September 24 at 3 p.m. EDT, for a webinar to learn more about @USDA’s Coronavirus Food Assistance Program 2.…"
17,"This week is #SmallBusinessWeek and I am proud to be from a small business family. During my time in Congress, I have consistently advocated for #NY21 small businesses and entrepreneurs who are truly the backbone of our North Country economy. Happy Small Business Week! https://t.co/jw9QmoJQcJ"
18,"On this #WorldAlzheimersDay, we recognize the over 5 million Americans and 50 million people worldwide who are living with Alzheimer's Disease, as well as their caretakers and loved ones. We must continue to work together to support these families and find a cure."
19,Harvest is one of the busiest seasons of the year for the Ag industry. National Farm Safety and Health Week is a time to thank #NY21 farmers for the work they do &amp; raise farm safety awareness. Be cautious while encountering equipment on the road during this harvest season! 🚜⚠️
20,"Today is #POWMIARecognitionDay, a day to honor those who never returned home from war or are currently missing. May they never be forgotten. https://t.co/cjIjSpu4Vh"
21,Happy #RoshHashanah to those who are celebrating the Jewish New Year. May this year bring you peace and prosperity. We pray blessings for you all in this year ahead! https://t.co/Vbd2VlvV6H
22,"FARMERS: @USDA just announced they will accept Coronavirus Food Assistance Program (CFAP-2) applications from September 21 through December 11, 2020. Learn more at https://t.co/vYKtG9nHLj https://t.co/Da2ZnAGHoG"
23,"Our #NY21 independent entertainment venues have been severely impacted by financial losses due to #COVID19. I am proud to cosponsor this bill to provide direct financial relief to these independent venues, which bolster our tourism economy. Read more ⬇️
https://t.co/tqqIzBHXrF"
24,"Today we remember those individuals who lost their lives on #September11th, 2001, including the thousands of first responders in New York who bravely answered the call to action. May we never forget that fateful day. God bless America. https://t.co/nD74MzKkoo"
25,"I am honored to recognize two Fort Drum Soldiers and five local nurses who volunteered to conduct COVID-19 testing at the Bowe Clinic on Fort Drum. I'm deeply inspired by their service, and I’m proud to represent them in Congress. Read more 🇺🇸 ⬇️ https://t.co/It29yA46RI"
26,"Today is #WorldSuicidePreventionDay, a chance to come together and support those who may be struggling. If you are in distress, free help is always available at the National Suicide Prevention Hotline, 1-800-273-8255. https://t.co/QxL2ulrOzS"
27,"I am honored to be a recipient of this prestigious award, and I thank the NFIB for highlighting my work on behalf of the families and individuals in my district who work tirelessly to generate jobs, revenue, and opportunity for their communities. https://t.co/hu4HmqGHr2"
