,Tweet
0,".@newfreedomfarm in Buchanan is committed to serving our veterans who suffer from PTSD, TBI, and substance abuse. I was honored to recognize this tremendous organization on the House Floor recently and was thrilled to tour the facility to see their inspirational work firsthand. https://t.co/TbI89JBygx"
1,Civilian efforts at home during WWII were critical to helping win the War. Yesterday I had the honor of presenting the Congressional Gold Medal to Rusty Nichols of Madison Heights who joined the @CivilAirPatrol at just 14 years old in 1944. https://t.co/40s8UFBrc0
2,"On this 37th Anniversary of the bombing of the Marine barracks in Beirut, Lebanon, let us never forget the 241 souls who lost their lives that day. #SemperFi https://t.co/DG1RL6P234"
3,This week I had the opportunity to hear from the Lucas Family who own DownHome Pharmacy in Roanoke. We discussed how pharmacies across the country are hurting because of the continued drop in Medicare prescription reimbursements – an issue I wrote to @SecAzar about last year. https://t.co/jeBgiUusU3
4,"It was a pleasure to join President Woo &amp; @SweetBriaredu faculty to tour the school’s new state-of-the-art health clinic. In partnership with @Centra Health and @Horizon_BH, this facility will enable the college to expand both COVID-19 testing &amp; mental health services on campus. https://t.co/fnGFyrc7Vd"
5,"The Central Shenandoah Health District is hosting three free COVID-19 testing events throughout the Sixth District this week. Testing locations will be in Lexington, Harrisonburg, and Stuarts Draft. For more information, click below. https://t.co/TCmVzaEm1h"
6,"Our thoughts remain with those injured by the explosion in Harrisonburg this weekend. We wish them a speedy recovery and thank the first responders who rushed to the scene to administer aid.
https://t.co/fVejdXUyBt"
7,"The IRS extended the deadline for non-filers to register for an Emergency Relief Check until November 21, 2020. The IRS urges people who don’t typically file a tax return – and haven’t yet received a relief check – to register below as soon as possible. https://t.co/RbDEM9y1yB"
8,Happy 245th birthday to the world’s greatest Navy. Fair winds and following seas to all who served and continue to serve her. https://t.co/spvNktF1s0
9,"On this #NationalFarmersDay, we thank the millions of farmers and ranchers across the country whose tireless efforts have kept the American food supply chain strong throughout the COVID-19 pandemic. Our Nation is forever grateful. https://t.co/TJOgbUPxxE"
10,"Recently I had the privilege of chatting with the Janney Family who were recognized as the Sixth District’s ‘Angels in Adoption’ by @CCAInstitute. This honor recognizes folks who have demonstrated a commitment to improving the lives of children in need of permanent, loving homes. https://t.co/LymFhFEG6e"
11,"Supporting farmers &amp; ranchers throughout the Sixth District remains one of my top priorities. That's why I recently cosponsored the PRIME Act, which makes it easier for local producers to get their meat to market &amp; promotes a stable food supply chain amidst the COVID-19 pandemic. https://t.co/I4xc18NBSQ"
12,"The Central Shenandoah Health District is hosting four free COVID-19 testing events throughout the Sixth District this coming week. Testing locations will be in Waynesboro, Verona, Lexington, and Harrisonburg. For more information, click below. https://t.co/hi7Fz1q8ug"
13,"Rebuilding and restoring our economy to pre COVID-19 levels is a top priority. Today’s unemployment news shows we remain headed in the right direction. From its height of nearly 15%, the number of jobless Americans fell to 7.9% and I'm confident this downward trend will continue. https://t.co/RxHPOLA4iU"
14,"President Trump is an amazing fighter! Our thoughts and prayers are with @realDonaldTrump and @FLOTUS as they battle COVID-19. Godspeed, Mr. President! https://t.co/i68QkRdjOQ"
15,"Ignoring pleas to work in a bipartisan manner to pass critical COVID-19 relief legislation, Speaker Pelosi once again chose politics over the American people by forcing through a bloated boondoggle. These shameful political games are hurting American families &amp; small businesses. https://t.co/nmHuZO9VDR"
16,"The Central Shenandoah Health District is hosting four free COVID-19 testing events throughout the Sixth District this week. Testing locations will be in Waynesboro, Craigsville, Buena Vista, and Penn Laird. For more information, click below. https://t.co/JgomW4sjLG"
17,God bless those and their loved ones who gave their last full measure in defense of our Nation. https://t.co/CiudNw9mU0
18,"The @USDA’s Coronavirus Food Assistance Program, which provides critical support to our Nation’s farmers and ensures Americans have access to the food they need, will receive an additional $14 billion today. Click below to apply for aid. https://t.co/AGemIVUKqJ"
19,"On this National POW/MIA Recognition Day, we honor American veterans who were held captive during their service to our Nation, as well as those who remain missing-in-action. The place setting below honors their service and sacrifice. https://t.co/4gRfPZSgj2"
20,"In our latest effort to lower drug prices, I joined 243 of my colleagues in writing to @HHSGov urging @SecAzar to take immediate action to stop drug companies from limiting access to discount pricing to hospitals, health centers, and clinics. https://t.co/wfbHiP9f3V"
21,"Today, let us honor those who died at the Pentagon, New York City, and in a Pennsylvania field with a national unity that reflects our country in the aftermath of those cowardly attacks. 19 years have passed, but the memory of those who died on that day will never be forgotten. https://t.co/6cLMGxFEA0"
22,A bipartisan thank you to the folks working on the front lines during this pandemic and a reminder for everyone to be safe this Labor Day holiday! https://t.co/hg7UI1jmZ2
23,"The White House will begin offering tours again starting September 12th. Hours and groups will be very limited and CDC guidelines will be in place. Please visit the White House website for more information.
https://t.co/niEr0M7wjO"
24,"Seventy-five years ago today, a Japanese delegation boarded the USS Missouri and signed their official surrender ending the Pacific Campaign of WWII. Today we recognize those who perished in America’s effort to defeat the Axis Powers and stop the spread of evil. https://t.co/957eWfLjuz"
25,The @DeptVetAffairs remains committed to providing our servicemembers with the quality healthcare they deserve. I am pleased to see the agency utilizing its resources to help both veterans and civilians by testing potential COVID-19 treatments. https://t.co/kTu74UfawQ
26,Praying for all those who are in the path of this dangerous hurricane. https://t.co/u8L2t4wunB
27,"Tours of all federal buildings, including of the U.S. Capitol &amp; White House, remain suspended due to COVID-19. Any tour of the Capitol Building booked for before September 30 has unfortunately been canceled. Please continue to check my website for updates. https://t.co/YpxJc7EZ4v"
28,"On this date a century ago, the Nineteenth Amendment was ratified, giving women the right to vote. Today, we recognize those brave women who fought to secure this right, including Susan B. Anthony. https://t.co/1Se8VfGgKY"
29,"I commend @realDonaldTrump for brokering a significant step toward peace in the Middle East. Normalizing relations between the UAE and Israel will help bring peace, security and prosperity to their people and aid in the fight against extremists who seek to destabilize the region. https://t.co/xzovXsYSSQ"
30,"This week, free COVID-19 testing is available in Harrisonburg. You can register by calling 1-855-949-8378. Registration closes Thursday at 12:00pm. 
https://t.co/f0p8LCSFps"
31,"The Virginia Employment Commission is investigating 3,000 cases of unemployment benefit fraud throughout the Commonwealth. Scammers are attempting to take advantage of the COVID-19 pandemic, so please stay vigilant and report suspected fraud. 
https://t.co/bnQxwEP53y"
32,"In early spring, the @StauntonKiwanis teamed up with Martin’s Foods to stock the concession stand at Gypsy Hill Park for the little league season opener. But when COVID-19 hit and the season was canceled, the group decided to live out their motto “to serve the kids” in a new way. https://t.co/W0EgfaxPaZ"
33,"Thank you to everyone who participated in my sixth telephone town hall tonight. During these challenging times, virtual forums like this give me the opportunity to listen to area citizens and ensure that their voices are heard in Washington. https://t.co/PE1WK7I6wT"
34,"Thank you to the seniors who participated in my telephone town hall today focusing on issues concerning older Americans. I enjoyed the opportunity to hear from you and provide information about Social Security, telemarketing and internet scams, Medicare and Medicaid, and more. https://t.co/GZj6XBKaTk"
35,"Hearing from the constituents of Virginia’s Sixth District is important to me. While Congress continues to address the COVID-19 pandemic, what other issues should the House be focusing on? Take the survey below and let me know! https://t.co/4ePmhjivfM"
36,"On this anniversary of the creation of the Medal of Honor, we recognize the servicemembers who have received the United States military‘s highest honor. Each servicemember represents the values of courage and sacrifice embodied in the Medal of Honor. https://t.co/SJ5HsCYMeP"
37,"I am pleased to see that the @DeptVetAffairs will suspend certain debt collections under the jurisdiction of the @USTreasury through the end of 2020 for veterans who have been adversely impacted by the COVID-19 pandemic. For more information, click below. https://t.co/GxOU2uNWdv"
38,"Thank you to everyone who participated in my third Coronavirus Update Telephone Town Hall this afternoon. I hope you all found the call helpful and informative as we navigate this crisis. For more information regarding COVID-19, please visit my website https://t.co/NYfZVwiwzK. https://t.co/mLByM8KiGW"
39,The Paycheck Protection Program has served as a lifeline during the COVID-19 pandemic to millions of small businesses across the country. I am pleased that Congress voted yesterday to extend the application deadline for this resource until August 8. https://t.co/pnYZIe8e2b
40,"As America reopens, the number of jobs added in the United States blew past expert predictions for the second month in a row. The economy gained a whopping 4.8 million jobs in June, making it by far the largest single-month gain in our Nation’s history. https://t.co/lyvN4nU7DJ"
41,"After months of being closed because of COVID-19, I was pleased to see the @OmniHomestead reopen its doors yesterday with safety precautions in place. As Bath County’s largest employer, this is great news for its 700 employees and the region as a whole. https://t.co/d0225n4hAz"
42,"I'm disheartened by the Supreme Court’s misguided ruling today that Louisiana's regulation of abortion clinics somehow violates the U.S. Constitution. Nevertheless, I will continue fighting for those who cannot fight for themselves. We must continue to stand for life. https://t.co/5nCTdW6sFA"
43,"The unseen wounds of war often impact those who have served or Nation in combat. On this PTSD Awareness Day, we recommit ourselves to supporting and caring for veterans following their service and sacrifice. https://t.co/myC1e7jZ5l"
44,Many thanks to John and Shelly Roberts of Botetourt for their efforts in rescuing two Bahamian fisherman who had been adrift at sea in their disabled skiff for three days. The Roberts’ swift action ensured the safe return of their fellow sailors. https://t.co/58574qmNRP
45,It was a pleasure to join the @RoanokeChamber and @RepMGriffith on a video-call to hear first-hand from small business owners and to answer questions regarding the federal resources that are available amidst the COVID-19 pandemic. https://t.co/fJmr254tRO
46,"The Federal Government continues to make resources available to help businesses affected by COVID-19, and the @SBAgov is once again accepting applications for the Economic Injury Disaster Loan program from all qualified businesses. Apply below: https://t.co/YruHMSwRYD"
47,"The official song of our Nation’s largest military branch is ‘The Army Goes Rolling Along’ – and its lyrics have rung true for the past 245 years. Happy Birthday to the @USArmy, and we thank all of those who have worn its uniform over the years. https://t.co/HMuvmkO7vi"
48,"On this day in 1777, the Second Continental Congress adopted the Flag of the United States. While the Stars and Stripes represent life, liberty, and the pursuit of happiness, it remains the symbol by which we honor those who sacrificed their lives in defense of these principles. https://t.co/r8YSliTI4i"
49,"With so many of our region’s summer festivities canceled because of COVID-19 concerns, I am very pleased to see that the Shenandoah County Fair will carry on as planned. Be sure to mark your calendars for the end of August! https://t.co/dR0PW069Qw"
50,The dedicated police officers who serve our communities work to ensure that lawlessness does not prevail in our streets and neighborhoods. The anarchy unfolding within Seattle’s “Autonomous Zone” is a perfect example of what “Defund the Police” would look like across America. https://t.co/G8Cnw1mqkh
51,"Kudos to Eagle Rock Elementary School teacher, Amy Warren, for going above and beyond during the coronavirus pandemic. Her commitment and one-on-one attention to her special needs students turned remote learning into an opportunity rather than a setback. https://t.co/8l59q1qDOK"
52,"On this day in 1944, Allied troops landed on the beaches of Normandy. Their fortitude laid the foundation for victory in Europe. Today, we honor the memory of the more than 4,000 soldiers who perished and the thousands who were wounded or missing. https://t.co/le44DJBxfg"
53,"The @USDA is accepting applications for the Coronavirus Food Assistance Program until August 28. If you are a farmer or rancher who has been adversely impacted by the COVID-19 pandemic, I would encourage you to apply for financial relief here: https://t.co/Y2XtAdiRhr https://t.co/hBel83R2Gd"
54,"Hiring is officially underway for the new @MackTrucks facility in the Roanoke Valley. Opening its doors on September 1st following delays caused by the coronavirus, this $13 million investment will create 250 jobs and is welcomed news for Valley residents. https://t.co/Qrm05TabKb"
55,"After months of adhering to strict guidelines to slow the spread of COVID-19, I am pleased to see that most of Virginia will enter Phase Two of the reopening process this Friday. To learn more about what Phase Two entails, follow the link below. https://t.co/uG4XZx0KAm"
56,"As part of the Coronavirus Farm Assistance Program, the @USDA created the Farmers to Families Food Box initiative to help those affected by the pandemic. Today, I enjoyed the opportunity to join volunteers at @TRBC in Lynchburg to help distribute 7,000 meals to folks in need. https://t.co/VZmPD5eCku"
57,"It was a pleasure to chat with students from @RUCRoanoke’s Physician Assistant Program this week. We discussed the need to develop and expand PA education in Virginia, which is an important component in ensuring our rural communities have access to the health care they need. https://t.co/i5hKEFe6st"
58,"Throughout the coronavirus pandemic, the @DeptVetAffairs has been hard at work making sure our Nation’s veterans receive top-notch care, while performing nearly 175,000 COVID-19 tests. https://t.co/kpL8tMZCp3 https://t.co/ib7hxgKyXA"
59,"Please visit the new COVIDCheck website below if you believe you may have contracted the coronavirus. This risk-assessment tool will allow you to check your symptoms, find a testing facility, and answer any questions you may have. https://t.co/wtBcsTuntP https://t.co/TryzXedmDO"
