,Tweet
0,Proud to donate 2000 N95 masks today to @HoustonFire. The safety and well-being of frontline workers and everyone in the Houston region continues to be my number one priority. #WearAMask https://t.co/XJS85WbKWz
1,"Este virus es muy real y sigue infectando a muchas personas en EE.UU. Por favor ponga de su parte y 

#PonteUnaMascarilla😷
#LávateLasManos🧼
#ManténTuDistanciaSocial↔️ 

https://t.co/xkjEpS4aTa"
2,"This virus is very much real and too many of our fellow Americans are still getting sick. Please do your part and:

#WearAMask
#WashYourHands
#SocialDistance↔️ 
https://t.co/drXZ7dGtp3"
3,"Latinas are essential, now more than ever during this pandemic. Latina workers have kept America running during this pandemic.

They deserve better and we owe it to them to close the gender and racial #PayGap. #LatinasAreEssential https://t.co/aA27xLCdSb"
4,"Today is #LatinaEqualPayDay: the day that the average pay for Latinas catches up to what white men made LAST YEAR.

We must close the #GenderPayGap Latinas experience every day, who on average make 55 cents for every dollar a white, non-Hispanic man makes. https://t.co/C9kc1t8N3N"
5,Great news! A face mask shouldn’t be political. It helps keep people safe. That’s why I’m glad Judge Pulliam ruled that face masks must be used inside polling locations. We must keep all voters safe! https://t.co/NDkRdp21WF
6,"I want to take a moment to thank all of the first responders who have been on the front lines of this pandemic. You have gone above and beyond the call of service in the Houston region and across America. Thank you for your service. ¡Muchas gracias!

#NationalFirstRespondersDay https://t.co/8dFDBn2HWU"
7,"Thank you to all my colleagues who joined me in putting pressure to get this reversed. Justice won today!

cc: @RepEscobar @RepAlGreen @RepLloydDoggett @RepCuellar @JoaquinCastrotx @RepVeasey @RepGonzalez @RepEBJ @RepColinAllred @JacksonLeeTX18"
8,A big thank you to all the poll workers in Harris County and across America who are going above and beyond to make sure people feel safe exercising their right to vote. https://t.co/rJcqd7o7f7
9,"RT @HarrisVotes: What's for lunch?

How about taking it to one of our Drive-Thru Voting locations and joining the 22,000 voters who have ca…"
10,⚠️FYI ⚠️ We’re making a big push to make sure people who don’t normally file taxes and might qualify for an economic impact payment (aka stimulus checks) get their check. https://t.co/QdwZ1BSsr6
11,RT @HarrisVotes: Who's voting today? Help spread the word that Voting Centers are OPEN noon-7 p.m. It's your final chance to vote on the we…
12,"RT @HouseDemocrats: Together, we can DEFEAT COVID-19 💪.

Practice social distancing, wash your hands and WEAR A MASK 😷."
13,"This is an important reminder that this virus is very real and still getting people sick. We must all do our part to reduce the spread of #COVID19.

#WashYourHands 
#WearAMask 
#SocialDistance↔️
https://t.co/SdtXak9Ipa"
14,"Here's your weekly update! This week, Harris County has continued voting in historic numbers. It's easier than ever to vote!🗳 

I also continued sounding the alarm about what happened in the Irwin ICE facility and distributing face masks to help keep our community safe. https://t.co/N5NDaLPgrF"
15,"The #PPEforSafeSchools Act would provide:
 
🧑‍🏫 🚌 $8.8 Billion for PPE in schools and school buses;

😷 $1.6 Billion for cleaning and health supplies; and

🧽 $6.6 Billion to fund additional demands on cleaning staff."
16,"Great to stop by @CityGalenaPark today to provide N95 masks for city police and first responders.

I continue to work hard to make sure our community has the resources they need to stay healthy and safe. https://t.co/KIqGqLM8cx"
17,"Hacerse la prueba de #COVID19 es una de las mejores maneras de ayudar a reducir la propagación del virus en nuestra comunidad.

📞Para hacerse la prueba, llame al Centro de Llamas de COVID al 832-393-4220. https://t.co/RW7gptLW5d"
18,"Getting tested for #COVID19 is one of the best ways to help our community reduce the spread of the virus.

📞To get tested, call the COVID Call Center at 832-393-4220. https://t.co/hMysOjYhsz"
19,Latino students are living through the disproportionate impact of #COVID19 on the health &amp; economic stability of our comunidades y familias. Stories like this show why relief can’t wait. https://t.co/BfUYFoNWib
20,"Thank you @USATODAY for covering this critical issue. In the middle of a life-threatening, unprecedented pandemic, no person should be denied services because they have a disability or identify as #LBGTQ.

https://t.co/sOUo4wMAVH"
21,"2/ Thank you to all my colleagues who’re standing w/ me in calling on @GovAbbott, the TX Behavioral Health Executive Council, &amp; the TX State Board of Social Work Examiners to reverse its recent rule change that discriminates against #LGBTQ individuals &amp; people w/ disabilities."
22,"1/ As a former social worker, I’m appalled by the new rule the Texas State Board of Social Work Examiners approved last week.

In the middle of a life-threatening, unprecedented pandemic, no one should be denied services for who they are. https://t.co/1LF5uUQUuO"
23,"We must all continue to do our part to help keep ourselves, our loved ones, and our neighbors safe.

#WashYourHands 
#WearAMask 
#SocialDistance↔️ https://t.co/sSdIz6qcLy"
24,"Children in Texas and across America are experiencing food insecurity because of #COVID19. This is why I voted for the #HEROESAct.

No child should ever go hungry in America, especially during a global pandemic. Families need the Senate to act NOW!
https://t.co/LDsurKQlcL"
25,RT @IRSnews: Parents who don’t usually file a tax return may still be due an Economic Impact Payment – that’s $1200 PLUS $500 per child. He…
26,"La pandemia #COVID19 está EMPEORANDO la crisis de viviendas.
 
Millones de nuestros vecinos enfrentan el peligro del DESALOJO.
 
#ConozcaSusDerechos. Averigue si califica para la protección contra el desalojo.
 
Visite https://t.co/MTWJiCm3cb para obtener más información."
27,"The #COVID19 pandemic is FUELING the housing crisis.
 
Millions of Americans are facing EVICTION.
 
#KnowYour Rights. Find out if you qualify for protection from eviction.
 
Visit https://t.co/mU7vT7SNuO for more information. https://t.co/UKE8cOGAtP"
28,#Houston this is your daily reminder to #MaskUp. 😷 https://t.co/bmAJinFsye
29,"RT @HouseDemocrats: Wearing a mask saves lives.

Period. 😷"
30,"Here’s your weekly update! Another busy week working #ForThePeople of the Houston region.

Remember early voting has started, go to https://t.co/ADNRZQbw7y for more info.

And, as we keep fighting #COVID19, follow the basics:

#WashYourHands 
#WearAMask 
#SocialDistance ↔️ https://t.co/HD5sKSq1R3"
31,"On this #FlashbackFriday, I’m thinking about how much I wish I could just stop by a senior center to say hello to seniors in the district.

How times have changed because of #COVID19. Stay safe y’all. https://t.co/LfYOUWgVKL"
32,"If you’re a non-filer who has not yet received your Economic Impact Payment (aka #COVID19 stimulus check), the deadline to register for one as a non-filer was extended to November 21st, 2020.

🖥Visit the IRS website for more info: https://t.co/YucL9lZAoj https://t.co/NBEOG5KtTa"
33,"Sintonicen en vivo a nuestro foro virtual sobre el coronavirus. Gracias a Noticias 45 Houston por organizar este foro.

🖥Para ver el foro virtual: https://t.co/yv2ojmz4wa https://t.co/f9eNWnjMKU"
34,"Here’s the letter @RepLindaSanchez led on the issue, and that I was proud to co-sign. 

We must make sure we protect the health of all people during this pandemic, including migrants. https://t.co/OGyo9p5iEs"
35,"The CDC recommends that everyone older than 6 months of age should get their flu shot.

This is why I joined my colleagues in the House to urge @DHSgov to make sure that all migrants in their custody are given a flu shot.
https://t.co/wOmvq72b29"
36,Hoy a las 7pm hora local en Houston voy a participar en este foro virtual con @noticiashouston. Vamos hablar sobre la información actualizada de #COVID19. https://t.co/YuJeEhNfcw
37,"RT @HoustonHealth: Medicare open enrollment from Oct 15 - Dec 7.
Call us today: 832-393-4301 or 800-213-8471

Learn more: https://t.co/poGD…"
38,RT @IRSnews: Parents who don’t usually file a tax return may still be due an Economic Impact Payment – that’s $1200 PLUS $500 per child. He…
