,Tweet
38,Today we honor the ones who didn't make it back home—those who gave all so that we might be free. https://t.co/D0lApXnnco
39,GOOD NEWS: $225 million is on the way to expand COVID-19 testing in rural America and Missouri’s 351 rural health clinics are getting the biggest chunk of that. https://t.co/fNnXtxWi55
40,"To the EMTS, paramedics, nurses, doctors, dispatchers, and other EMS professionals ready to respond at a moment’s notice to save lives, thank you for keeping our communities healthy and safe. https://t.co/QjycUcXldl"
41,"While the COVID-19 pandemic has devastated all of America, many were already struggling to get back on their feet in the wake of the Flood of 2019.
 
We’ve got to make sure that disaster victims aren’t hurt a second time due to FEMA’s mistakes. https://t.co/HMOBKnySEP"
42,"The USDA has released the details of the Coronavirus Food Assistance Program (CFAP) authorized by the CARES Act to help farmers during this pandemic.

Applications for the program open on May 26. You can find more details about the program here: https://t.co/CXhTawl0Bs https://t.co/QXnEx7ZeeS"
43,"The Federal Housing Finance Agency (FHFA) has announced that both Fannie Mae and Freddie Mac will allow homeowners impacted by COVID-19 to defer loan payments and make those payments when the home is sold, refinanced, or at the end of the loan. https://t.co/8i18U7me2e"
44,"Earlier this week I hosted another telephone town hall to listen to the issues folks are facing here in North Missouri and learn what we can do to help folks through this pandemic. 
 
It’s time to get Americans back to work and get America back on the road to recovery. https://t.co/p1v4YkAnnl"
45,"To our healthcare heroes fighting on the front lines of this pandemic, thank you for keeping us healthy and keeping our communities safe. https://t.co/Lml6jeSllk"
46,"DEADLINE TOMORROW (5/13): If you want to get your COVID-19 Economic Impact Payment faster, you must submit your direct deposit information to the IRS by Wednesday at noon.
 
You can check the status of your payment on the official IRS website here.
https://t.co/oeBV3hWaqK"
47,"To our heroes in blue, who put their lives on the line every day to protect us and our communities, thank you. #NationalPoliceWeek https://t.co/KiBBhvUYyK"
48,"DEADLINE WEDNESDAY: If you want to get your COVID-19 Economic Impact Payment faster, you must submit your direct deposit information to the IRS by Wednesday at noon.

You can check the status of your payment here on the official IRS website.
https://t.co/oeBV3hWaqK"
49,"The funding, authorized by the CARES Act, will help families in need with childcare costs and help them put food on the table during this pandemic. https://t.co/M1MeMg648A"
50,"Today we pray for the health of our families, the safety of our communities, the well-being of our healthcare workers, and the future of our great nation. https://t.co/XHvGVog99e"
51,"On this #NationalNursesDay, we pause to say thank you. Thank you to all our nurses who work to keep us healthy, sacrifice to keep our communities safe, and serve to help America through this pandemic."
52,"On Wednesday, two C-130 Hercules cargo aircraft from the @139AW in St. Joseph will fly over local hospitals in a show of support for our healthcare workers fighting COVID-19. You can get more details here: https://t.co/qqYhIHL3iw https://t.co/sfqth2MCAv"
53,"30 million Americans live on the wrong side of the digital divide with no access to internet for telecommuting, distance learning, or telemedicine. This problem needs to be fixed, and it’s even more pressing now during this pandemic. https://t.co/rIEVxBIvVm"
54,"We often take the food we eat for granted, but millions of Americans work every day to get that food from the field to the dinner table. To the farmers, truckers, grocers, and all who make this miracle possible, thank you. https://t.co/r38KHK788R"
55,"North Missouri Together: Scotland County R-1 Elementary Student Council decided to donate all their funds—$1,000—to the Scotland County Memorial Hospital Foundation to help the hospital meet health challenges in the community during the COVID-19 pandemic. https://t.co/D7RrbApf8t"
56,"Farmers in North Missouri have taken a devastating one-two punch. Last year, we endured record-setting floods. This year, COVID-19 has turned markets on their head. That's why I'm urging the USDA to make assistance to farmers effective, fair, and fast. https://t.co/kudxruCYAL"
57,"North Missouri Together: Triumph Foods donated nearly 5,000 pounds of pork products to Second Harvest Community Food Bank to help feed families during this pandemic."
58,President Trump has invoked the Defense Production Act to order meatpacking plants to stay open during this pandemic. This ensures consumers can still buy meat and it will help stabilize the market for farmers who have been struggling with plummeting livestock prices.
59,"Kansas City International Airport is important for the entire region, and getting this project done on time will help us emerge from this pandemic stronger than before. https://t.co/ecUXvttM8G"
60,"The oldest distillery west of the Mississippi—Holladay Distillery in Weston, MO—has produced 10,000 gallons of hand sanitizer, much of which they donated to local hospitals and first responders. https://t.co/DwS2IPyDaT"
61,"Four T-38 Talons, Two A-10 Thunderbolts &amp; a B-2 Spirit Stealth Bomber from @WhitemanAR flew over hospitals in the KC area today to salute our healthcare workers, first responders, military personnel, essential workers &amp; volunteers on the frontlines in the fight against COVID-19. https://t.co/xVXtPaN6pk"
62,RT @HouseVetAffairs: 🚨🚨🚨 ATTENTION #Veterans: The @IRSnews just announced that the deadline for eligible veterans and/or students who use t…
63,"More help is on the way for our small businesses and rural hospitals. More here⬇️
https://t.co/50ss0pE4NM"
64,The legislation will provide critical resources for our healthcare workers—and get both the Paycheck Protection Program and Economic Injury Disaster Loan Programs back up and running to help small businesses. https://t.co/DVt1PS6Bqh
65,I just voted to get both the Paycheck Protection and the Economic Injury Disaster Loan Program back up and running and provide critical resources to our hospitals fighting this pandemic. My statement: https://t.co/nvPDtO22Mq
66,"Next week Missouri will start using a new FDA-approved system to decontaminate up to 80,000 masks per day and using a Google-developed tool to help connect healthcare providers to PPE suppliers. https://t.co/IzVLe6Gd1O"
67,"There are now 100+ COVID-19 testing sites across the state of Missouri. If you are ill and believe you may have COVID-19, please call the testing site you wish to visit before going to a hospital or testing location.
 
View the interactive map here: https://t.co/pbmq9Vu0fr https://t.co/to8Yws9GnY"
68,EMT Billy Birmingham gave his own life working to save the lives of others. My thoughts and prayers go out to his family and loved ones struggling with this great loss—and to the thousands of first responders fighting on the front lines of this pandemic. https://t.co/MUbwrSwiB9
69,"To those who keep food on the shelves,
 
To those who keep PPE in our hospitals,
 
To those who get everything where it needs to go,
 
#ToThoseWhoKeepUsMoving, thank you."
70,RT @TransportGOP: Watch here📺: Ranking Member @RepSamGraves says thank you #ToThoseWhoKeepUsMoving during #COVID19 https://t.co/oGIAg4UnEc
71,"We rely on you to keep food in our stores, to keep critical medical supplies in our hospitals, and get everything where it needs to go—#ToThoseWhoKeepUsMoving, thank you. https://t.co/kc8TntsAqa"
72,"To all our doctors, nurses, CNAs, pharmacists, EMTS, paramedics, and countless other healthcare professionals and first responders fighting on the front lines of this pandemic—THANK YOU! https://t.co/QqOzmhEPyb"
73,"As we continue battling this pandemic, we have to start thinking about how we reopen our economy safely and quickly to help American workers and the American economy get back to work. https://t.co/yXSGwxf4kE"
74,"The COVID-19 pandemic brought air travel to a standstill, sending revenues plummeting while bills continue to pile up for airports. I appreciate the FAA moving quickly to help Missouri airports—large and small—weather this storm. https://t.co/IeB4lVwt6V"
75,"If you don’t normally file a tax return, you may need to provide the IRS information in order to receive your COVID-19 Economic Impact Payment. 

You can learn more here: https://t.co/BmVZFoo81c"
76,"This Easter will be different, but the reason we celebrate has not changed. We should all work to reconnect with our family and friends while maintaining social distance and slowing the spread of COVID-19. https://t.co/DCbo9uomdj"
77,"While the CARES Act made new resources available to help Americans through the COVID-19 pandemic, scammers will undoubtedly try to take advantage of Missourians trying to access these resources. Please report scams and suspected scams to @AGEricSchmitt’s office at 1-800-392-8222. https://t.co/eprvyGyTy7"
78,"IMPORTANT: Farmers and Ranchers ARE eligible for the SBA's new Paycheck Protection Program. This includes farmers who are sole proprietors, who are eligible to apply starting April 10. 
 
More from the USDA here: https://t.co/6uQs94XXh7"
79,Want to know where coronavirus is in Missouri? Here’s a breakdown. https://t.co/JRaQu44ci9
80,You SHOULD NOT wear surgical masks or N-95 respirators. These critical supplies must be preserved to protect our healthcare workers and first responders. More here: https://t.co/HvTMMEtCpJ
81,"The CDC now recommends that individuals wear cloth face coverings in public, particularly in areas where social distancing is difficult to maintain like pharmacies and drug stores. Here’s a quick video from the Surgeon General on how you can make your own face covering. https://t.co/5AhayUMvN6"
82,"RT @SBAgov: 🚨STAY VIGILANT 🚨

There’s no fee to apply for a #PaycheckProtectionProgram loan. Be aware of fraudulent actors who may charge p…"
83,"If you're a Social Security Recipient, you will receive your COVID-19 economic impact payment automatically. You DO NOT have to file an abbreviated tax return to qualify. https://t.co/ckoNxmkNYB"
84,"Many rural hospitals are struggling to keep their doors open, and this coronavirus pandemic has made things even more difficult. We have to get these funds to rural hospitals quickly to ensure they can continue serving as a lifeline for our communities. https://t.co/U4c4MuukZU"
85,"The Treasury Department and Small Business Administration have begun implementing the new Paycheck Protection Program, which authorizes $349 billion to help small businesses through this pandemic. You can learn more here: https://t.co/VP5LqGLJIV"
86,Our rural hospitals can't fight this coronavirus pandemic alone. Many we're already struggling before this crisis hit. These critical access hospitals are a lifeline for our rural communities and we need them now more than ever. https://t.co/Wdw4rGTqr2
87,"This coronavirus pandemic has posed unprecedented challenges for workers, families, and small businesses—but Americans have responded with unprecedented patriotism, making sacrifices and working together to get through this. https://t.co/lMGsSP6rIk"
88,"Today, on #NationalDoctorsDay, we stop to thank all the physicians who keep us healthy, and all those on the front lines fighting this coronavirus pandemic."
89,President Trump has extended his social distancing guidelines to slow the spread of coronavirus until April 30th. We all must do our part to slow the spread of this deadly virus. https://t.co/PYDeBSoIcz
90,"Last year Anheuser-Busch brought fresh water to flood victims in Missouri. This year, they’re making hand sanitizer to help communities across America dealing with this coronavirus pandemic. https://t.co/3KX5U7kG1W"
91,Today I joined my congressional colleagues from Missouri in writing a letter to the President supporting @GovParsonMO’s request for a disaster declaration to help Missouri fight this coronavirus pandemic. You can read the full letter here 👇https://t.co/D093x2ePyb
92,We need a good bipartisan bill to help America emerge from this coronavirus pandemic stronger than ever. What we don’t need is a mini Green New Deal stuffed with handouts for special interests. https://t.co/4Z8IVl9z3J
93,"This is why staying at home, washing your hands, and avoiding unnecessary contact with others is so important. We all have to do our part to slow the spread of coronavirus. https://t.co/8QKQDhW24Y"
94,"Missouri small businesses are now eligible for low-interest disaster loans to help get through this coronavirus pandemic. More information here⬇️⬇️⬇️
https://t.co/2Dn0iGcycP"
95,Missouri just received additional personal protective equipment from the national stockpile to keep our healthcare providers safe during this coronavirus outbreak. https://t.co/p7LVEbXEGb
96,"Earlier this week, @realDonaldTrump signed the Families First Coronavirus Response Act. I was proud to vote for this legislation and I know that working together we will get through this coronavirus pandemic. https://t.co/Oaprdkgt5F"
97,"My heart goes out to their family, friends, and loved ones as they mourn the loss. This is a painful reminder of how serious this pandemic is and how important it is that we all do our part to slow the spread of this virus. https://t.co/dKa1Wzm9y3"
98,"The President signed the Families First Coronavirus Response Act into law yesterday, which guarantees free coronavirus tests for those that need them, secures paid leave for impacted workers, and helps our communities deal with the economic fallout from this pandemic."
99,"Republican and Democrat, urban, suburban, and rural—we're all in this together. Here's how you can do your part to slow the spread of coronavirus to protect yourself, your family members, and loved ones. https://t.co/gnUYjCLql8"
100,"In order to help older Americans stay at home and avoid risking exposure to coronavirus, the President has dramatically expanded access to telehealth services for Medicare beneficiaries. For more information about utilizing these new telehealth benefits, contact your doctor."
101,"Due to COVID-19, @GovParsonMO and @MissouriSOS Jay Ashcroft have postponed the Missouri municipal elections scheduled for April 7, 2020. These elections will now be held on June 2, 2020."
102,"This is big news, especially with Washington University in St. Louis and the Missouri State Public Health Lab both ramping up their testing capabilities rapidly.  https://t.co/2pnkgVe8IP"
103,I joined @agritalk yesterday to talk about the impact of breached levees on crop insurance premiums and the difficulties this coronavirus pandemic has put on small businesses. https://t.co/0P9U6SbEUI
104,"215 people in Missouri have been tested for Coronavirus

▶️207 Negative
▶️8 Positive (Greene—3, St. Louis—2, St. Louis City—1, Henry—1, TBA—1)

Numbers updated 8:00pm on 3/16. For Guidance, you can call @HealthyLivingMo's 24-hour hotline: 877-435-8411"
105,One of the most important measures we can take to stop the spread of coronavirus is to limit events and implement social distancing. @GovParsonMO has recommended cancelling large public gatherings attended by more than 50 people. https://t.co/WXXynXI8Wy
106,"170 people in Missouri have been tested for Coronavirus

▶️164 Negative
▶️6 Positive (Greene – 2, St. Louis Co.-2, Henry – 2, TBA -1)

Numbers updated 8:42am on 3/16. For Guidance, you can call the @HealthyLivingMo's 24-hour hotline: 877-435-8411"
107,"I just voted for a bipartisan coronavirus bill that guarantees free coronavirus tests for those who need them, secures paid leave for impacted workers, and helps our communities deal with the economic impacts of this outbreak—without punishing small businesses."
108,"If you develop these symptoms, have been in close contact with a person known to have coronavirus, or have recently traveled from an area with widespread coronavirus—call your doctor. Learn more: https://t.co/c0NGVNGWXW https://t.co/iyShVB2zIs"
109,President Trump has declared a national emergency to deal with the coronavirus pandemic. I commend the President for taking this action to unlock more tools to help us meet the challenges posed by this virus as we move forward. This is the right call. https://t.co/EGWmGEUpvm
110,"I continue to receive important updates from Washington on the coronavirus outbreak. As your Member of Congress, one of my top priorities is keeping you informed on pressing issues. You can sign up to receive the latest coronavirus updates here:
https://t.co/EtnHAyWHQi"
111,"Regularly and properly washing your hands is one of the most important steps we can take to stop the spread of coronavirus. This video from the CDC offers some handwashing tips. For more information on coronavirus, visit: https://t.co/ErRv2rJ2Ji https://t.co/u5lEGbXCe4"
112,"73 people in Missouri have been tested for Coronavirus

▶️71 Negative
▶️1 Presumptive Positive [Greene Co] 
▶️1 Positive [St. Louis Co]

Numbers updated 4:45pm on 3/12. For Guidance, you can call @HealthyLivingMo's 24-hour hotline: 877-435-8411"
113,"The coronavirus bill that Speaker Pelosi tried to ram through yesterday had almost no support, even from within her own party. 

She had to shelve her partisan wish list and start negotiating a better deal that will help the American people through this coronavirus outbreak."
114,I just voted against ANOTHER attempt by House majority to stop President Trump from eliminating dangerous terrorists like Qasem Soleimani—who was responsible for murdering hundreds of American service members and slaughtering of thousands of innocent civilians.
115,"When FEMA makes a mistake, FEMA should pay the price for that mistake—not honest disaster victims who are just trying to rebuild their lives. My bill will hold FEMA accountable for their mistakes. https://t.co/PychI00SWu"
116,Coronavirus is in the United States. Here is some more information on the disease and some simple steps you can take to help protect yourself and your family from the disease. https://t.co/EL2LbZLxs9
117,"Last week I introduced the Preventing Disaster Revictimization Act. It’s a short, simple bill that would hold FEMA accountable for their mistakes—instead of allowing FEMA to punish, threaten, &amp; harass honest disaster victims who are awarded aid because of a mistake made by FEMA. https://t.co/CArVIA7MTE"
118,"Thank you to all our incredible teachers, school board members, administrators, paraprofessionals, secretaries, cooks, bus drivers, mechanics, school nurses, social workers, counselors, janitors, volunteers, and parents who make our public schools run! https://t.co/UNAscC4B9U"
119,"I’d also like to recognize @GrandRiverTech for my Career and Technical Education Showcase, which educates students in 17 different career programs, ranging from agriculture to health services technology! https://t.co/Ukv0M1UCHP"
120,"Disaster assistance is often pocket change to the federal government, but it’s life-changing to disaster victims, especially those who have lost their homes. If the money was used for disaster recovery, and there’s no fraud, FEMA needs to move on. https://t.co/UVNo1lA4eR"
121,The first school I’m highlighting today for my Career and Technical Education Showcase is the Hannibal Career and Technical Center which offers 11 different career and technical education programs ranging from building trades to health services. #PublicSchoolsWeek https://t.co/jWKB8gAcX1
122,"A Holt County man who lost his home to the 2019 flooding was mistakenly given $12,000+ from FEMA only to be told later he would have to pay it back. Today I introduced the Preventing Disaster Revictimization Act to stop things like this from happening. https://t.co/2uUSdOFTw4"
123,"Earlier this week at the #SOTU, @realDonaldTrump honored Brigadier General Charles McGee, one of the last surviving Tuskegee Airmen.

Gen. McGee, who just turned 100, is a veteran of WWII, the Korean War, and the Vietnam War. He also happens to be the former Director of @FlyMKC! https://t.co/5VlzHlxeME"
124,Thank you to all our brave law enforcement officers who protect and serve our communities. https://t.co/A6aiw649fJ
125,"Quasem Soleimani was a terrorist responsible for the murder of hundreds of Americans.

I am deeply grateful for the men and women of the U.S. military who brought his reign of terror to an end and for @realDonaldTrump's decisive leadership."
126,Congratulations to all the brave and talented North Missouri students who sought and received these nominations—and volunteered to serve and defend our great nation. We are all grateful for your courage and dedication. https://t.co/QNDV74MVYv
127,"I’d like to take a moment to thank Alec, who served as an intern in my Washington, D.C. office this year. Thanks for all you’ve done to help the folks of North Missouri and I wish you the best of luck in your future endeavors! https://t.co/HsWYyQ824s"
128,Today’s passage of the National Defense Authorization Act conference report is a win for our country and the brave men and women in the Armed Services who are committed to defending it. https://t.co/8Q5Fc1PKDy
129,"I am proud of all the young men and women who have sought out and received nominations, and I thank all of them for their willingness to serve this country. https://t.co/0FkWRNcPXQ"
130,"This move is great news for the whole Kansas City region. Not only does it save taxpayer dollars, but it also brings these agencies closer to the folks they serve.
https://t.co/FDLIkoWhsb"
131,Today we honor the brave men and women who have served and sacrificed so that we might be free. America is the home of the free because of the brave. https://t.co/oBXlQ2gVBs
132,"This is the lawyer who is representing the whistleblower. 

This is nothing more than a politically-motivated witch hunt. https://t.co/zxJuiPX6OV"
133,"This has caused a lot of headaches and heartbreak for families just trying to get back up on their feet—some whom haven't been able to return home since March.

This is bad and it’s affecting the lives of a lot of people. 

FEMA needs to answer how they are going to fix this."
134,"Last Friday demolition started on the old Champ Clark Bridge.
 
The new bridge opened in August.
 
I am glad we were able to get a federal TIGER grant to get this project done and grateful for the folks over at @MoDOT and @MassmanCo who got this project done. https://t.co/Cyw8XwMvIh"
135,Thank you to all the great young leaders who made it out to my Future Leaders Academy in St. Joseph this week. https://t.co/inyBipEBE3
136,"We’ve got 73 miles of border wall system done.
 
We've got another 160 miles under construction—&amp; 276 miles in pre-construction.
 
I've wanted to #BuildtheWall &amp; #SecureOurBorder for years. I'm glad we finally have a President who is getting this done in @realDonaldTrump"
137,"I’ve said it once—and I’ll say it again.
 
We have a violence problem in this country, not a gun problem.
 
We need to address the hatred and sickness that drives people to commit these heinous crimes, not punish law-abiding gun owners.
https://t.co/D9uf6uXsAi"
138,"RT @TransportGOP: Missouri Republican @RepSamGraves, who is the ranking member on the House Transportation Committee, called DeFazio’s requ…"
139,"Happy to celebrate the beginning of final phase of the Kansas City Levees Project earlier this week.

It took a lot of hard work to get this project funded, but i'm thankful for the efforts of my friends @RepCleaver and @JerryMoran who helped us get this project fully funded. https://t.co/dRb9x4TdYp"
140,"So thankful for everyone who made it out to my women’s advisory luncheon. 

It was great to hear from so many wonderful female leaders in the KC area. 

A special thanks to Councilwoman @HeatherHallKC for moderating the event and for everyone who took part in our panel. https://t.co/J7IzpY6DOZ"
141,"It’s based on secondhand claims from a “whistleblower” who we now know has a “prior working relationship” with a current 2020 Democratic candidate.
 
We have the transcript from the call. We know what was said."
142,"Speaker Pelosi doesn’t have the constitutional power of impeachment, that belongs to the whole House.
 
This “impeachment inquiry” is unconstitutional and illegitimate
 
@realDonaldTrump is right not to comply with it."
143,"Every day we waste on political sideshows in Washington is another day we aren’t helping folks impacted by the Flood of 2019.
 
These are real families—some of whom haven’t been able to return home for months now.
 
Finding real solutions to help them should be our top priority. https://t.co/99dw9xaK6f"
144,"It's been 7 months since the national headlines that followed flooding back in March, but we still have families who haven’t been able to return home yet. 
 
I joined @kmbc to talk about why helping these folks should be our top priority in Washington. Full interview coming soon. https://t.co/cUejBAySGZ"
145,RT @RepFrenchHill: I’m proud to work with my House colleagues @repcleaver and @RepSamGraves to ensure that all who served in WWI are honore…
146,"Congrats to Clarksville, Mayor Jo Anne Smiley and the Mark Twain Regional Council of Governments who worked hard to secure this important grant."
147,"This is a good, bipartisan bill that will help our communities recover from flooding and better prepare for future floods. I’m grateful for my colleagues on both sides of the aisle who helped get this important bill out of committee. https://t.co/Xcqe2ZR90t"
148,"For those who never returned home, you are American heroes. You are not forgotten. #POWMIA https://t.co/sFYQ5bM29c"
149,"There’s a lot to celebrate with the repeal of WOTUS.
 
President Trump listened, he made a promise, and he kept it.
 
We can have clean water and healthy rural economies too—and that’s what repealing #WOTUS gives us.
https://t.co/vC9z7wmXqt"
150,"We need to enforce the laws we have, get criminals off the streets, and get folks in mental health crises the help they need, not attack law-abiding gun owners for exercising their #2A rights. https://t.co/vzufX6U99u"
151,@MOHospitals @CCMHMo @Mosaic_Albany Big thanks to @saintlukeskc and @ScotlandCoHosp as well!
152,"Earlier this week I met with @MOHospitals to talk about the difficulties facing rural hospitals in North Missouri. 
 
I’m glad folks from @CCMHMo, @mosaic_albany, and other north MO hospitals took time to meet with me and grateful for all they do to keep our communities healthy. https://t.co/6aBRLK4LrU"
153,"May we never forget,
 
the mothers, fathers, sons, daughters, friends, and loved ones we lost that day,
 
the heroes who rushed into the carnage to save others.
 
May we always remember—today and every day. https://t.co/ORMK713knE"
154,"This green new deal, green dream, or whatever they call it has really turned into a nightmare.
 
Now it’s just a rat race to see who can propose the most radical government takeover of the American economy.
https://t.co/tK3LVmKMwR"
155,"RT @TransportGOP: Prayers for all Urban Search &amp; Rescue Task Forces, incl Missouri Task Force 1 @BooneCountyFire, who are deployed to help…"
156,"You might not recognize the name Adam Olin Smith, but you should. 

Adam was an American hero who gave his life in defense of our freedom. 

You can read more about Adam’s life and legacy in my weekly newsletter: https://t.co/osnBAfLC7r"
157,RT @Brianontheair: ICYMI: A congressman who led the effort to rename a northern Missouri post office for a fallen Navy SEAL describes Adam…
158,We can never repay the debt of gratitude we owe our veterans who have sacrificed so much in defense of freedom. https://t.co/3NTMFgiDAZ
159,"The Flood of 2019 has been incredibly devastating. Unfortunately, the recovery process has been confusing and frustrating for many who have been impacted. 
 
We need to bring transparency to this process so we can ensure folks get the help they need.

https://t.co/X9j2MaUTyd"
160,"Our failure to #SecureTheBorder has hurt all Americans—not just those who live in border states.

I was proud to lead the charge in support of @realDonaldTrump's national emergency declaration in February.

I'm glad the Supreme Court finally gave us the go-ahead to #BuildTheWall. https://t.co/AixiJdpEsi"
161,"I’m proud to be from what some folks call the “middle of nowhere.” 
 
I’m proud to stand side by side with the millions of good, honest, decent folks from North Missouri and all across America who love our great country. 
 
I’m proud to stand with our President, @realDonaldTrump"
