,Tweet
0,"This National #FirstResponders Day, we honor the brave men and women who serve in law enforcement, fire &amp; rescue services, emergency medical services, emergency management, and public works. We cannot thank you enough for your work on the front lines to keep our communities safe. https://t.co/qxxuwqE41c"
1,"No one should face eviction during a public health crisis. If you’re having trouble paying rent, you may qualify for eviction protection. Visit https://t.co/nuV6gYKJ4m for more information. #KnowYourRights https://t.co/qC3iwhN4lx"
2,"Preserving access to safe and nutritious food is an essential part of our response to the COVID-19 pandemic, particularly for those who have been hit the hardest. This #WorldFoodDay, I'm thankful for over 300 farms in GA-13 that help keep fresh and healthy food on our tables. https://t.co/ZZhujqWWZj"
3,"During the COVID-19 pandemic, many women postponed their annual mammograms, delaying detection and treatment for breast cancer. I urge women in Georgia to schedule routine screenings because early detection saves lives. https://t.co/dWd5lqvW6t"
4,This #BreastCancerAwareness Month we honor those who have been impacted by breast cancer and raise awareness for cancer that 1 in 8 U.S. women will develop in their lifetime. https://t.co/UVZwJI63Wy
5,"This World #MentalHealth Day I encourage you to check in on a friend or family member, and remind them of the resources that are available to treat mental illness. https://t.co/Fa8KIWKyDO"
6,"Research suggests that only half of people with a mental health illness receive treatment. As we face increasingly uncertain times, it is important to take care of yourself and those who you hold dear."
7,"I am pleased to share that @hudgov has awarded $7,947,332 in Community Development Block Grants for the Thirteenth District. These grants will be used to help stabilize GA-13 communities facing increased unemployment numbers and eviction rates due to the COVID-19 pandemic. https://t.co/84IgBRnUGd"
8,"@HUDgov has awarded $7,947,332 in Community Development Block Grants for the Thirteenth District. These grants will be used to help stabilize GA-13 communities facing increased unemployment numbers and eviction rates due to the COVID-19 pandemic. https://t.co/oUJiXpAc8V"
9,I am saddened to hear about the passing of Rudolph “Val” Archer—who was one of the last remaining Tuskegee Airmen. He was a true American hero and I thank him for his years of service to this country.  My thoughts and prayers are with the Archer family. https://t.co/wBtvbLPPiZ
10,"Today I met virtually with GA-13 frontline workers to discuss the need for additional federal funding, national safety standards, and support to keep them on their feet during this pandemic. https://t.co/xUT2LwTMTm"
11,The COVID pandemic has further strained America’s already struggling child care system. That’s why I support the updated #HeroesAct to provide $57 billion to support child care for families nationwide. https://t.co/2q7UR5u3DK
12,RT @CoreResponse: CORE Georgia's Strike Team teamed up with Congressman @RepDavidScott and @ACFB to provide free COVID-19 testing &amp; food to…
13,"On the last Sunday of September, we recognize and honor those Mothers who have lost a son or daughter serving in the United States Armed Forces. To all the #GoldStarMothers: Your loved ones will always be remembered and we thank you for your strength and courage."
14,"This #SmallBusinessWeek, I want to recognize the hardworking entrepreneurs and job creators in #GA13 that make up the backbone of our economy. Over 1.1 million #SmallBiz have been hit hard by COVID and they need our support to keep their doors open. https://t.co/WjUXQiESDB"
15,"I’d like to thank everyone who came out to our free drive thru COVID-19 testing and food distribution event at Word of Faith Cathedral. Today we saved lives, and we will continue working with our partners to provide #COVIDRelief for GA-13. https://t.co/WB3OKqo1uT"
16,"As Jewish families welcome in Rosh Hashanah and the High Holy Days, I wish them a sweet, happy, and healthy new year. I hope that this holiday season offers a chance for reflection on the past year’s challenges and hope for peace and renewal in the year ahead. #ShanaTova https://t.co/g3M3aBoE5r"
17,"With the threat of this public health crisis increasingly looming, the need to establish protections for pregnant workers is vital. This legislation establishes the clear, common sense right to reasonable accommodations, and I urge the Senate to take up this bill without delay. https://t.co/PCa7v6GMjb"
18,RT @CDPHga: CDPH is partnering with Congressman David Scott to provide free COVID-19 testing. Join us on September 19 at Word of Faith Cath…
19,"Today I joined @atlandco to talk about our FREE Drive-Thru COVID-19 Testing and Food Distribution Event this Saturday at Word of Faith Cathedral in Austell. With over 294,000 COVID-19 cases in Georgia, we must continue testing to #FlattenTheCurve. https://t.co/RNgNNHZoQ8"
20,RT @atlandco: DRIVE-THRU TESTING 🌡️🚙 Join @repdavidscott at another free COVID-19 testing event this Saturday at Word of Faith Cathedral: h…
21,"Join me next Saturday, September 19, from 9:00 to 3:00pm at Word of Faith Cathedral in Austell, GA. @FHCGA, @CoreResponse, @CDPHga &amp; @WellstarHealth will provide free drive-thru COVID-19 Testing &amp; @ACFB will distribute 600 boxes of fresh food and produce. #COVIDRelief https://t.co/k2q4AhbZyd"
